"code régime";"caisse gestionnaire";"centre gestionnaire";"libellé";"régime";"organisme destinataire";"code centre informatique";"adresse 1";"adresse 2";"commune";"code postal";"cédex";"téléphone";"fax"
"92";"541";"0512";"MG LONGWY";"Mutuelle Générale - MG";"541";"001";"10, rue Victor Poirel ";"BP 74036 ";"NANCY ";"54039";"CEDEX";"0 820 20 15 20";"03 83 17 45 51"
"92";"542";"0512";"MG NANCY";"Mutuelle Générale - MG";"542";"001";"10, rue Victor Poirel";"B.P. 4036";" NANCY ";"54039";"CEDEX";"03.83.17.45.45";"03.83.17.45.51"
"92";"551";"0512";"MG BAR LE DUC";"Mutuelle Générale - MG";"551";"001";"98, boulevard de la Rochelle ";"BP 20546";"BAR LE DUC ";"55013";"CEDEX";"0 820 20 15 20";"03 29 77 17 42"
"92";"561";"0512";"MG VANNES";"Mutuelle Générale - MG";"561";"001";"50, rue du Commerce ";"BP 332 ";"VANNES ";"56018";"CEDEX";"0 820 20 15 20";"02 97 42 71 34"
"92";"571";"0512";"MG METZ";"Mutuelle Générale - MG";"571";"001";"11 rue Sébastien leclec ";"BP 89004 ";"METZ ";"57000";"CEDEX ";"0 820 20 15 20";"03 87 50 78 85"
"92";"572";"0512";"MG SARREGUEMINES";"Mutuelle Générale - MG";"572";"001";"11 rue Sébastien leclerc ";"B.P. 89004";"METZ ";"57000";" ";"0 820 20 15 20";"03.87.50.78.85"
"92";"573";"0512";"MG THIONVILLE";"Mutuelle Générale - MG";"573";"001";"11 rue Sébastien Leclerc ";"B.P. 89004";"METZ ";"57000";"";"0 820 20 15 20";"03.87.50.78.85"
"92";"581";"0512";"MG NEVERS";"Mutuelle Générale - MG";"581";"001";"27, bis rue Pierre Bérégovoy (entréeB) ";"Esplanade de la Poste BP 14 ";"NEVERS ";"58019";"CEDEX";"0 820 20 15 20";"03 86 59 78 21"
"92";"591";"0512";"MG ARMENTIERES";"Mutuelle Générale - MG";"591";"001";"Chateau Rouge ";"276, avenue de la Marne ";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20";"03 20 98 42 14"
"92";"592";"0512";"MG CAMBRAI";"Mutuelle Générale - MG";"592";"001";"CHATEAU ROUGE - 2ème étage ";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20";"03.20.98.42.14"
"92";"593";"0512";"MG DOUAI";"Mutuelle Générale - MG";"593";"001";"CHATEAU ROUGE - 2ème étage ";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20 ";"03.20.98.42.14"
"92";"594";"0512";"MG DUNKERQUE";"Mutuelle Générale - MG";"594";"001";"CHATEAU ROUGE - 2ème étage ";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20";"03.20.98.42.14"
"92";"595";"0512";"MG LILLE";"Mutuelle Générale - MG";"595";"001";"CHATEAU ROUGE - 2ème étage ";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20";"03.20.98.42.14"
"92";"596";"0512";"MG MAUBEUGE";"Mutuelle Générale - MG";"596";"001";"CHATEAU ROUGE - 2ème étage -";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20 ";"03.20.98.42.14"
"92";"597";"0512";"MG ROUBAIX";"Mutuelle Générale - MG";"597";"001";"CHATEAU ROUGE - 2ème étage -";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20";"03.20.98.42.14"
"92";"598";"0512";"MG TOURCOING";"Mutuelle Générale - MG";"598";"001";"CHATEAU ROUGE - 2ème étage -";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20 ";"03.20.98.42.14"
"92";"599";"0512";"MG VALENCIENNES";"Mutuelle Générale - MG";"599";"001";"CHATEAU ROUGE - 2ème étage -";"276, avenue de la Marne";"MARCQ EN BAROEUL ";"59848";"CEDEX";"0 820 20 15 20";"03.20.98.42.14"
"92";"601";"0512";"MG BEAUVAIS";"Mutuelle Générale - MG";"601";"001";"rue des filatures";"BP 70572 ";"BEAUVAIS ";"60023";"CEDEX";"0 820 20 15 20";"03 44 48 31 18"
"92";"602";"0512";"MG CREIL";"Mutuelle Générale - MG";"602";"001";"rue des filatures";"BP 70572";"Beauvais";"60023";"";"0 820 20 15 20";"03 44 48 31 18"
"92";"611";"0512";"MG ALENCON";"Mutuelle Générale - MG";"611";"001";"31, rue des Demées ";"BP 315 ";"ALENCON";"61009";"CEDEX";"0 820 20 15 20";"02 33 26 76 03"
"92";"621";"0512";"MG ARRAS";"Mutuelle Générale - MG";"621";"001";"11 ter bd Robert Shuman-entrée A ";"BP 917";"ARRAS ";"62022";"CEDEX";"0 820 20 15 20";"03 21 51 83 29 "
"92";"622";"0512";"MG BOULOGNE/MER";"Mutuelle Générale - MG";"622";"001";"11 ter bd Robert Shuman-entrée A";"BP 917";"ARRAS ";"62022";"CEDEX";"0 820 20 15 20";"03.21.51.83.29"
"92";"623";"0512";"MG CALAIS";"Mutuelle Générale - MG";"623";"001";"11 ter bd Robert Shuman-entrée A ";"BP 917";"ARRAS ";"62022";"CEDEX ";"0 820 20 15 20 ";"03.21.51.83.29"
"92";"624";"0512";"MG LENS";"Mutuelle Générale - MG";"624";"001";"11 ter bd Robert Shuman-entrée A  ";"BP 917";"ARRAS ";"62022";"CEDEX ";"0 820 20 15 20";"03.21.51.83.29"
"92";"631";"0512";"MG CLERMONT FERRAND";"Mutuelle Générale - MG";"631";"001";"24 avenue de l'agriculture ";"";"CLERMONT FERRAND ";"63017";"CEDEX 2";"0 820 20 15 20";"04 73 92 31 47"
"92";"641";"0512";"MG BAYONNE";"Mutuelle Générale - MG";"641";"001";"7 rue Mathier Lalanne ";"";"PAU ";"64086";"CEDEX";"0 820 20 15 20";"05 59 27 98 42"
"92";"642";"0512";"MG PAU";"Mutuelle Générale - MG";"642";"001";"7 rue Mathieu Lalanne ";"";" PAU ";"64086";"CEDEX";"0 820 20 15 20";"05.59.27.98.42"
"92";"651";"0512";"MG TARBES";"Mutuelle Générale - MG";"651";"001";"1, Place de Verdun ";"BP 1516 ";"TARBES ";"65015";"CEDEX 9";"0 820 20 15 20";"05 62 44 35 79"
"92";"661";"0512";"MG PERPIGNAN";"Mutuelle Générale - MG";"661";"001";"15 Rue du Docteur Zamenhof  ";"BP 938 ";"PERPIGNAN ";"66020";"CEDEX";"0 820 20 15 20";"04 68 51 24 51"
"92";"671";"0512";"MG HAGUENAU";"Mutuelle Générale - MG";"671";"001";"5 place du corbeau";"BP 60018";"STRASBOURG ";"67083";"CEDEX";"0 820 20 15 20";"03 88 15 14 00"
"92";"672";"0512";"MG SELESTAT";"Mutuelle Générale - MG";"672";"001";"5, place du Corbeau  ";"B.P. 60018";"STRASBOURG ";"67083";"CEDEX";"0 820 20 15 20";"03.88.24.98.18"
"92";"673";"0512";"MG STRASBOURG";"Mutuelle Générale - MG";"673";"001";"5, place du Corbeau ";"B.P. 60018";"STRASBOURG ";"67083";"CEDEX";"0 820 20 15 20";"03.88.24.98.18"
"92";"681";"0512";"MG COLMAR";"Mutuelle Générale - MG";"681";"001";"25, rue du Logelbach ";"BP 80496";"COLMAR ";"68020";"CEDEX";"0 820 20 15 20";"03 89 80 35 01"
"92";"682";"0512";"MG MULHOUSE";"Mutuelle Générale - MG";"682";"001";"25, rue du Logelbach ";"B.P. 496";" COLMAR ";"68020";"CEDEX";"0 820 20 15 20 ";"03.89.80.35.01"
"92";"691";"0512";"MG LYON";"Mutuelle Générale - MG";"691";"001";"165 rue du Professeur Beauvisage ";"";"LYON ";"69377";"CEDEX 08";"04 78 76 55 68";"04 78 01 73 40"
"92";"692";"0512";"MG VILLEFRANCHE / SAONE";"Mutuelle Générale - MG";"692";"001";"165, rue du Professeur Beauvisage";"";"LYON ";"69377";"CEDEX 08";"04.78.76.55.66";"04.78.01.73.40"
"92";"701";"0512";"MG VESOUL";"Mutuelle Générale - MG";"701";"001";"41 rue de Breuil";"BP 377";"VESOUL";"70014";"";"0 820 20 15 20";"03-84-75-26-32"
"92";"711";"0512";"MG MACON";"Mutuelle Générale - MG";"711";"001";"18 rue Mathieu";"";"MACON ";"71019";"CEDEX";"0 820 20 15 20";"03 85 22 90 34"
"92";"721";"0512";"MG LE MANS";"Mutuelle Générale - MG";"721";"001";"14, rue Julien Pesche ";"";"LE MANS ";"72014";"CEDEX 2 ";"0 820 20 15 20";"02 43 28 39 84"
"92";"731";"0512";"MG CHAMBERY";"Mutuelle Générale - MG";"731";"001";"Hôtel des Postes ";"Square Paul Vidal ";"CHAMBERY ";"73026";"CEDEX";"0820 20 15 20";"04 79 69 55 74"
"92";"741";"0512";"MG ANNECY";"Mutuelle Générale - MG";"741";"001";"83, rue du Val Vert ";"BP 94 SEYNOD ";"ANNECY ";"74003";"CEDEX ";"0 820 20 15 20";"04 50 52 92 36"
"92";"751";"0512";"MG PARIS";"Mutuelle Générale - MG";"751";"001";"32 Rue René Boulanger ";"";"PARIS ";"75476";"CEDEX 10";"01 44 52 65 00";"01 44 52 65 59 "
"92";"761";"0512";"MG DIEPPE";"Mutuelle Générale - MG";"761";"001";"36, avenue de Bretagne ";"BP 1001 ";"ROUEN ";"76171";"CEDEX 1";"0 820 20 15 20";"02 35 03 76 38"
"92";"762";"0512";"MG ELBEUF";"Mutuelle Générale - MG";"762";"001";"36, avenue de Bretagne";"B.P. 1001";"ROUEN ";"76171";"CEDEX 1";"0 820 20 15 20";"02.35.03.76.38"
"92";"763";"0512";"MG LE HAVRE";"Mutuelle Générale - MG";"763";"001";"36 avebue de Bretagne  ";"BP 1001";"ROUEN";"76171";"CEDEX 1";"0 820 20 15 20";""
"92";"764";"0512";"MG ROUEN";"Mutuelle Générale - MG";"764";"001";"36, avenue de Bretagne";"B.P. 1001";"ROUEN ";"76171";"CEDEX 1";"0.820.20.15.20";"02.35.03.76.38"
"92";"771";"0512";"MG MELUN RUBELLES";"Mutuelle Générale - MG";"771";"001";"3 avenue du général Patton ";"";"MELUN ";"77011";"CEDEX";"0 820 20 15 20";"01 64 37 22 80"
"92";"781";"0512";"MG VERSAILLES";"Mutuelle Générale - MG";"781";"001";"13 avenue de la gare ";"BP1";"ST QUENTIN EN YVELINES";"78184";"CEDEX";"0 820 20 15 20";"01 39 43 20 00"
"92";"791";"0512";"MG NIORT";"Mutuelle Générale - MG";"791";"001";"Résidence Le Niorto ";"20, place du Port BP 8535 ";"NIORT ";"79025";"CEDEX 9";"0 820 20 15 20";"05 49 73 06 76"
"92";"801";"0512";"MG AMIENS";"Mutuelle Générale - MG";"801";"001";"2, Rue Albert Catoire";"";"AMIENS";"80050";"CEDEX 1";"0 820 20 15 20";"03 22 71 72 19"
"92";"811";"0512";"MG ALBI";"Mutuelle Générale - MG";"811";"001";"13 bd Andrieu ";"BP 127 ";"ALBI ";"81004";"CEDEX ";"0 820 20 15 20 ";"05 63 43 23 24"
"92";"821";"0512";"MG MONTAUBAN";"Mutuelle Générale - MG";"821";"001";"147 AV ARISTIDE BRIAND";"BP 786 ";"MONTAUBAN ";"82013";"CEDEX";"0 820 20 15 20";"05 63 63 41 70"
"92";"831";"0512";"MG TOULON";"Mutuelle Générale - MG";"831";"001";"2, rue Hippolyte Duprat ";"BP 109 ";"TOULON ";"83071";"CEDEX";"0 820 20 15 20";"04 94 09 74 89"
"92";"841";"0512";"MG AVIGNON";"Mutuelle Générale - MG";"841";"001";"173, rue du Grand Gigognan ";"ZI  de Courtine ";"AVIGNON ";"84901";"CEDEX 9";"0 820 20 15 20";"04 90 86 42 83"
"92";"851";"0512";"MG LA ROCHE / YON";"Mutuelle Générale - MG";"851";"001";"Résidence Albert 1er ";"24, rue Marcellin Berthelot BP 809 ";"LA ROCHE SUR YON ";"85021";"CEDEX";"0 820 20 15 20";"02 51 44 90 43"
"92";"861";"0512";"MG POITIERS";"Mutuelle Générale - MG";"861";"001";"44, boulevard Pont Achard ";"BP 753 ";"POITIERS ";"86030";"CEDEX";"0 820 20 15 20";"05 49 55 51 99"
"92";"871";"0512";"MG LIMOGES";"Mutuelle Générale - MG";"871";"001";"5 Rue de la Céramique bier";"Le Mas loubier";"LIMOGES";"87033";"cedex";"0 820 20 15 20";"05.55.79.32.53"
"92";"881";"0512";"MG EPINAL";"Mutuelle Générale - MG";"881";"001";"1 Rue François de NEUFCHATEAU";"BP 603";"EPINAL";"88020";"Cedex";"0 820 20 15 20";"03 29 29 17 00"
"92";"891";"0512";"MG AUXERRE";"Mutuelle Générale - MG";"891";"001";"20 rue Dunand";"BP 82";"AUXERRE";"89011";"CEDEX";"0 820 20 15 20";"03 86 51 16 67"
"92";"901";"0512";"MG BELFORT";"Mutuelle Générale - MG";"901";"001";"57 faubourg des Ancêtres ";"BP 35 ";"BELFORT ";"90001";"CEDEX ";"0 820 20 15 20";"03 84 22 70 19"
"92";"911";"0512";"MG EVRY";"Mutuelle Générale - MG";"911";"001";"Parc Elysées ";"11 rue Michel Ange Courcouronnes ";"EVRY ";"91026";"CEDEX";"0 820 20 15 20";""
"92";"921";"0512";"MG NANTERRE";"Mutuelle Générale - MG";"921";"001";"129, rue Marius Aufan  ";"BP 148 ";"LEVALLOIS PERRET ";"92304";"CEDEX";"0 820 20 15 20";"01 47 57 01 86"
"92";"931";"0512";"MG BOBIGNY";"Mutuelle Générale - MG";"931";"001";"20, avenue Jean Jaurès ";"BP 9 ";"DRANCY ";"93701";"CEDEX ";"0 820 20 15 20";"01 48 31 31 45"
"92";"941";"0512";"MG CRETEIL";"Mutuelle Générale - MG";"941";"001";"1 rue de Paris";"";"CRETEIL cedex";"94011";"";"0 820 20 15 20";"01.45.17.25.68"
"92";"951";"0512";"MG CERGY PONTOISE";"Mutuelle Générale - MG";"951";"001";"'Les Bourgognes'";"2, chemin des Bourgognes BP 390 ";"CERGY PONTOISE ";"95028";"CEDEX";"0 820 20 15 20 ";" 01 34 24 00 95"
"92";"971";"0512";"MG POINTE A PITRE";"Mutuelle Générale - MG";"971";"001";"Tour Sécid 4ème étage  Angle des ";"bd Faidherbe et Légitimus BP 637 ";"POINTE A PITRE ";"97168";"CEDEX";"0590 20 78 78";"0 590 20 96 43"
"92";"972";"0512";"MG FORT DE FRANCE";"Mutuelle Générale - MG";"972";"001";"centr commercial Le Trident ";"RDC Bat A Montgerald";"FORT DE FRANCE ";"97200";"CEDEX";"0 596 75 00 00 ";"0 596 63 33 39"
"92";"973";"0512";"MG CAYENNE";"Mutuelle Générale - MG";"973";"001";"Maison Sociale des PTT ";"Rue du Docteur Etienne Gippet ";"CAYENNE ";"97308";"CEDEX";"0 594 25 59 00";"0 594 31 76 55"
"92";"974";"0512";"MG SAINT DENIS";"Mutuelle Générale - MG";"974";"001";"31 rue Jean Cocteau ";"";"SAINTE CLOTILDE";"97490";"";"0 262 20 92 20";"0 262 21 74 43"
"93";"061";"0537";"MGP   NICE";"Mutuelle Générale de la Police - MGP";"061";"026";"16 bld delfino   ";"";"Nice";"06357";"cedex 4";"04 92 00 82 54";""
"93";"111";"0537";"MGP   CARCASSONNE";"Mutuelle Générale de la Police - MGP";"111";"026";"10 Rue A de Musset  ";"";"Carcassonne";"11000";"";"04 68 10 23 65";""
"93";"131";"0537";"MGP   MARSEILLE";"Mutuelle Générale de la Police - MGP";"131";"026";"9 Av du Frêne   ";"";"Marseille";"13276";"cedex 09";"04 91 29 02 75";""
"93";"151";"0537";"MGP   AURILLAC";"Mutuelle Générale de la Police - MGP";"151";"026";"9 R Beaumarchais  ";"";"Clermont-Ferrand ";"63037";"Cedex1";"04 73 29 40 90";""
"93";"211";"0537";"MGP   DIJON";"Mutuelle Générale de la Police - MGP";"211";"026";"6 Place de la Libération ";"";"Dijon";"21000";"";"03 80 30 78 13";""
"93";"241";"0537";"MGP   PERIGUEUX";"Mutuelle Générale de la Police - MGP";"241";"026";"23 Rue Gambetta ";"BP N°2055 ";"Périgueux";"24002";"";"05 53 08 12 14";""
"93";"291";"0537";"MGP   BREST";"Mutuelle Générale de la Police - MGP";"291";"026";"2 Rue du docteur Lenoble  ";"";"Brest ";"29283";"cedex";"02 98 80 40 29";""
"93";"292";"0537";"MGP   QUIMPER";"Mutuelle Générale de la Police - MGP";"292";"026";"2 Rue du docteur Lenoble ";"";"Brest ";"29283";"cedex";"02 98 80 40 29";""
"93";"301";"0537";"MGP   NIMES";"Mutuelle Générale de la Police - MGP";"301";"026";"13 R Massillon ";"BP N° 159  ";"Nîmes ";"30011";"cedex 4";"04 66 04 14 14";""
"93";"311";"0537";"MGP   TOULOUSE";"Mutuelle Générale de la Police - MGP";"311";"026";"13 Rue Mespoul   ";"";"Toulouse";"31078";"cedex 4";"05 62 26 80 47";""
"93";"331";"0537";"MGP   BORDEAUX";"Mutuelle Générale de la Police - MGP";"331";"026";"35 R G Mandel ";"Rés ST Seurin - St Fort ";"Bordeaux ";"33086";"Cedex";"05 56 93 62 36";""
"93";"341";"0537";"MGP   BEZIERS";"Mutuelle Générale de la Police - MGP";"341";"026";"29 av de Lodève   ";"CS 30017 ";"Montpellier ";"34078";"cedex3";"04 67 06 81 70";""
"93";"342";"0537";"MGP   MONTPELLIER";"Mutuelle Générale de la Police - MGP";"342";"026";"29 av de Lodève ";"34078 CS  ";"Montpellier ";"30017";"cedex3";"04 67 06 81 70";""
"93";"371";"0537";"MGP   TOURS";"Mutuelle Générale de la Police - MGP";"371";"026";"4 Bis r E.Zola ";"BP N° 5924  ";"Tours ";"37059";"Cedex1";"02 47 05 01 07";""
"93";"421";"0537";"MGP   ROANNE";"Mutuelle Générale de la Police - MGP";"421";"026";"9 R Beaumarchais ";"";"Clermont-Ferrand ";"63037";"Cedex1";"04 73 29 40 90";""
"93";"422";"0537";"MGP   ST ETIENNE";"Mutuelle Générale de la Police - MGP";"422";"026";"9 R Beaumarchais ";"";"Clermont-Ferrand ";"63037";"Cedex1";"04 73 29 40 90";""
"93";"441";"0537";"MGP   NANTES";"Mutuelle Générale de la Police - MGP";"441";"026";"2 Rue Deshoulières ";"BP N°52 225 ";"Nantes ";"44022";"cedex 1";"02 40 35 40 05";""
"93";"442";"0537";"MGP   ST NAZAIRE";"Mutuelle Générale de la Police - MGP";"442";"026";"2 Rue Deshoulières ";"BP N°52 225 ";"Nantes ";"44022";"cedex 1";"02 40 35 40 05";""
"93";"451";"0537";"MGP   ORLEANS";"Mutuelle Générale de la Police - MGP";"451";"026";"15 R de la Bourie Blanche ";"";"Orléans ";"45043";"Cedex";"02 38 53 06 45";""
"93";"471";"0537";"MGP   AGEN";"Mutuelle Générale de la Police - MGP";"471";"026";"21 R de Belfort ";"BP N°231 ";"Agen";"47006";"";"05 53 47 44 30";""
"93";"511";"0537";"MGP  REIMS";"Mutuelle Générale de la Police - MGP";"511";"026";"35 T rue de Talleyrand ";"";"Reims ";"51060";"Cedex";"03 26 40 05 86";""
"93";"561";"0537";"MGP   VANNES";"Mutuelle Générale de la Police - MGP";"561";"026";"Parc Pompidou ";"Bât B - Entrée 1 CP 3424 ";"Vannes ";"56039";"cedex";"02 97 47 49 16";""
"93";"571";"0537";"MGP   METZ";"Mutuelle Générale de la Police - MGP";"571";"026";"1 place Pont à Seille ";"";"Metz ";"57045";"Cedex 01";"03 87 75 91 80";""
"93";"572";"0537";"MGP   SARREGUEMINES";"Mutuelle Générale de la Police - MGP";"572";"026";"1 place Pont à Seille ";"";"Metz ";"57045";"Cedex 01";"03 87 75 91 80";""
"93";"573";"0537";"MGP   THIONVILLE";"Mutuelle Générale de la Police - MGP";"573";"026";"1 place Pont à Seille ";"";"Metz";"57045";"Cedex 01";"03 87 75 91 80";""
"93";"631";"0537";"MGP   CLERMONT FERRAND";"Mutuelle Générale de la Police - MGP";"631";"026";"9 Rue Beaumarchais ";"";"Clermont-Ferrand ";"63037";"Cedex";"04 73 29 40 90";""
"93";"641";"0537";"MGP   BAYONNE";"Mutuelle Générale de la Police - MGP";"641";"026";"2 av de l'Université Centre Mercure ";"BP N° 513 ";"Pau ";"64010";"Cedex";"05 59 02 83 21";""
"93";"642";"0537";"MGP   PAU";"Mutuelle Générale de la Police - MGP";"642";"026";"2 av de l'Université Centre Mercure ";"BP N° 513 ";"Pau ";"64010";"Cedex";"05 59 02 83 21";"pau@mgp.fr"
"93";"661";"0537";"MGP   PERPIGNAN";"Mutuelle Générale de la Police - MGP";"661";"026";"7-8 bd st Assiscle ";"BP N° 2046 ";"Perpignan ";"66011";"cedex";"04 68 85 70 25";""
"93";"751";"0503";"MGP   PARIS Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"1 et 3 rue Princesse";"";"PARIS";"75299";"06";"01.40.51.11.16";"01.40.51.11.19"
"93";"751";"0536";"MGP   PARIS Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"751";"0537";"MGP   PARIS";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146  Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"771";"0537";"MGP   MELUN RUBELLES";"Mutuelle Générale de la Police - MGP";"771";"026";"Centre 54 ";"La Brie ENSOP Cannes écluses ";"Montereau ";"77875";"Cedex";"01 64 32 30 91";""
"93";"781";"0503";"MGP  VERSAILLES Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"'le Palatino'";"17 avenue de Choisy ";"PARIS ";"75640";"CEDEX 13";"01 40 77 48 11";""
"93";"781";"0536";"MGP  VERSAILLES Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"'le Palatino'";"17 avenue de Choisy ";"PARIS ";"75640";"CEDEX 13";"01 40 77 48 11";""
"93";"781";"0537";"MGP  VERSAILLES";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"831";"0537";"MGP   TOULON";"Mutuelle Générale de la Police - MGP";"831";"026";"174 Av M. Castié ";"Case N°4 ";"Toulon ";"83107";"cedex";"04 94 41 20 93";""
"93";"871";"0537";"MGP   LIMOGES";"Mutuelle Générale de la Police - MGP";"871";"026";"";"65 Rue François Chénieux";"LIMOGES";"87000";"";"05.55.77.18.30";"05.55.77.70.91"
"93";"891";"0537";"MGP   AUXERRE";"Mutuelle Générale de la Police - MGP";"891";"026";"BP 412";"";"SENS";"89100";"89104";"03 86 65 06 33";"03 86 64 34 80"
"93";"911";"0503";"MGP   EVRY Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"911";"0536";"MGP   EVRY Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"911";"0537";"MGP   EVRY";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"921";"0503";"MGP   NANTERRE Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"921";"0536";"MGP   NANTERRE Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"921";"0537";"MGP   NANTERRE";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"931";"0503";"MGP   BOBIGNY Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"931";"0536";"MGP   BOBIGNY Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"931";"0537";"MGP   BOBIGNY";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"941";"0503";"MGP   CRETEIL Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"1 et 3 rue Princesse ";"";"PARIS";"75299";"06";"01.40.51.11.16";"01.40.51.11.19"
"93";"941";"0536";"MGP   CRETEIL  Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"3 rue de l'Assemblée Nationale";"B.P n° 1 146";"VERSAILLES cedex";"78011";"";"01.39.67.15.00";"01.39.50.00.19"
"93";"941";"0537";"MGP   CRETEIL";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"951";"0503";"MGP   CERGY-PONTOISE Section PARIS";"Mutuelle Générale de la Police - MGP";"503";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"951";"0536";"MGP   CERGY-PONTOISE  Section VERSAILLES";"Mutuelle Générale de la Police - MGP";"536";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"93";"951";"0537";"MGP   CERGY-PONTOISE";"Mutuelle Générale de la Police - MGP";"537";"026";"3 rue l'assemblée nationale ";"BP N°1146 Centre de SS n°536 ";"Versailles ";"78011";"Cedex";"01 39 67 15 02 (post";""
"94";"011";"0599";"MFP  BOURG EN BRESSE";"Mutualité de la Fonction Publique - MFP";"011";"026";"16, rue de la Grenouillère";"";"BOURG-EN-BRESSE ";"01006";"Cedex";"04.74.22.07.55";"04.74.22.81.60"
"94";"021";"0599";"MFP  LAON";"Mutualité de la Fonction Publique - MFP";"021";"026";"Résidence Fontaine-Saint-Just";"3, rue Nestor Gréhant";"LAON";"02007";"Cedex";"03.23.23.88.88";"03.23.23.88.89"
"94";"022";"0599";"MFP  ST QUENTIN";"Mutualité de la Fonction Publique - MFP";"022";"026";"Résidence Fontaine Saint Just ";"3 rue Nestor Gréhant ";"LAON ";"02007";"CÉDEX";"";""
"94";"031";"0599";"MFP  MOULINS";"Mutualité de la Fonction Publique - MFP";"031";"026";"BP 1645";"";"MOULINS";"03016";"Cedex";"04.70.46.36.65";"04.70.46.82.13"
"94";"041";"0599";"MFP  DIGNE";"Mutualité de la Fonction Publique - MFP";"041";"026";"Immeuble La Gineste - BP 210";"2, rue Caguerenard ";"DIGNE";"04002";"Cedex";"04.92.30.57.15";"04.92.30.57.16"
"94";"051";"0599";"MFP  GAP";"Mutualité de la Fonction Publique - MFP";"051";"026";"Immeuble l'Eden";"66 bd Georges Pompidou BP 151";"GAP";"05007";"CEDEX";"04 92 51 44 45";"04 92 53 41 44"
