CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	DT_DEB_AFS,D	DT_FIN_AFS,D	DEBUT_REMB,D	FIN_REMB,D
3400937809849	RANITIDINE RBX 150MG CPR  30	25	AZANTAC 150MG CPR                   | RANIPLEX 150MG CPR	A02BA02	RANITIDINE	10/08/07	10/05/12	29/03/07	
3400937812160	GABAPENTINE EG 400MG GELULE  90	385	NEURONTIN 400MG GELULE	N03AX12	GABAPENTINE	06/05/10		06/04/07	
3400937812399	CELIPROLOL SDZ 200MG CPR 28	241	CELECTOL 200MG CPR	C07AB08	CELIPROLOL	23/03/07	08/11/07	16/05/07	
3400937813112	ROXITHROMYCINE ZEN 150MG CPR 10	273	CLARAMID 150MG CPR                  | RULID 150MG AD CPR	J01FA06	ROXITHROMYCINE	10/05/12		10/08/07	
3400937813280	ROXITHROMYCINE ZEN 150MG CPR 16	273	CLARAMID 150MG CPR                  | RULID 150MG AD CPR	J01FA06	ROXITHROMYCINE	10/05/12		10/08/07	
3400937813341	ACEBUTOLOL BGA 200MG CPR 90	94	SECTRAL 200MG CPR	C07AB04	ACEBUTOLOL	15/01/03		23/10/08	
3400937813570	GABAPENTINE EG 100MG GELULE  90	390	NEURONTIN 100MG GELULE	N03AX12	GABAPENTINE	10/08/07		06/04/07	
3400937813921	GABAPENTINE EG 300MG GELULE 90	391	NEURONTIN 300MG GELULE	N03AX12	GABAPENTINE	10/08/07		06/04/07	
3400937814461	FLUCONAZOLE EG 50MG/5ML PDR ORALE 7	638	TRIFLUCAN 50MG/5ML PDR ORALE FL35ML	J02AC01	FLUCONAZOLE	10/08/07		02/03/07	
3400937814522	FLUCONAZOLE ZEN 50MG/5ML PDR ORALE 7	638	TRIFLUCAN 50MG/5ML PDR ORALE FL35ML	J02AC01	FLUCONAZOLE	11/09/12		27/05/08	
3400937814690	ACICLOVIR ZYD 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	10/08/07		06/04/07	
3400937814751	ACICLOVIR ACT 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	10/02/09		06/04/07	
3400937814812	ACICLOVIR ZEN 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	11/09/12		15/05/07	
3400937815581	ONDANSETRON ARW 8MG CPR DISP 2	660	ZOPHREN 8MG LYOPHILISAT ORAL	A04AA01	ONDANSETRON	27/11/09		28/02/07	
3400937815642	ONDANSETRON ARW 8MG CPR DISP 4	660	ZOPHREN 8MG LYOPHILISAT ORAL	A04AA01	ONDANSETRON	27/11/09		28/02/07	
3400937816991	QUINAPRIL ZEN 20MG CPR 30	408	ACUITEL 20MG CPR                    | KOREC 20MG CPR	C09AA06	QUINAPRIL	11/09/12		26/06/07	
3400937818834	ONDANSETRON BGA 8MG CPR DISP 2	660	ZOPHREN 8MG LYOPHILISAT ORAL	A04AA01	ONDANSETRON	10/08/07		28/02/07	
3400937819084	ONDANSETRON BGA 8MG CPR DISP 4	660	ZOPHREN 8MG LYOPHILISAT ORAL	A04AA01	ONDANSETRON	10/08/07		28/02/07	
3400937822046	TICLOPIDINE TVC 250MG CPR 30	633	TICLID 250MG CPR	B01AC05	TICLOPIDINE	10/08/07		15/05/07	
3400937823227	PRETERAX 2,5MG/0,625MG CPR 30	813	PRETERAX 2,5MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	12/02/10		13/08/09	
3400937823456	PRETERAX 2,5MG/0,625MG CPR 90	813	PRETERAX 2,5MG/0,625MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	12/02/10		13/08/09	
3400937824057	BIPRETERAX 5MG/1,25MG CPR 30	814	BIPRETERAX 5MG/1,25MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	12/02/10		13/08/09	
3400937824286	BIPRETERAX 5MG/1,25MG CPR 90	814	BIPRETERAX 5MG/1,25MG CPR	C09BA04	PERINDOPRIL ET DIURETIQUES	12/02/10		13/08/09	
3400937826877	GLIBENCLAMIDE MYL 5MG CPR 180	509	DAONIL 5MG CPR	A10BB01	GLIBENCLAMIDE	26/06/09		30/06/07	
3400937827188	LANSOPRAZOLE ZYD 15MG GELULE 15	670	LANZOR 15MG GELULE                  | OGAST 15MG GELULE	A02BC03	LANSOPRAZOLE	03/07/13		16/11/07	
3400937827300	LANSOPRAZOLE ZYD 15MG GELULE 30	670	LANZOR 15MG GELULE                  | OGAST 15MG GELULE	A02BC03	LANSOPRAZOLE	03/07/13		16/11/07	
3400937827539	LANSOPRAZOLE ZYD 30MG GELULE 7	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE	03/07/13		16/11/07	
3400937827768	LANSOPRAZOLE ZYD 30MG GELULE 14	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE	03/07/13		16/11/07	
3400937827829	LANSOPRAZOLE ZYD 30MG GELULE 28	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE	03/07/13		16/11/07	
3400937827997	LANSOPRAZOLE ARW 30MG GELULE 7	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE	22/11/07		16/11/07	
3400937828079	LANSOPRAZOLE ARW 30MG GELULE 14	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE	22/11/07		16/11/07	
3400937828130	LANSOPRAZOLE ARW 30MG GELULE 28	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE	22/11/07		16/11/07	
3400937828369	LANSOPRAZOLE ARW 15MG GELULE 15	670	LANZOR 15MG GELULE                  | OGAST 15MG GELULE	A02BC03	LANSOPRAZOLE	22/11/07		16/11/07	
3400937828598	LANSOPRAZOLE ARW 15MG GELULE 30	670	LANZOR 15MG GELULE                  | OGAST 15MG GELULE	A02BC03	LANSOPRAZOLE	22/11/07		16/11/07	
3400937828949	ACICLOVIR ALS 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	06/05/10		22/05/10	
3400937829021	ACICLOVIR RBX 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	10/08/07		15/05/07	
3400937830959	ACICLOVIR RBX 800MG CPR 35	134	ZOVIRAX 800MG CPR	J05AB01	ACICLOVIR	10/08/07		15/05/07	
3400937831031	AMLODIPINE ARW 5MG GELULE 30	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	13/11/07	28/08/12	05/07/07	
3400937831260	AMLODIPINE ARW 10MG GELULE 30	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE	13/11/07		05/07/07	
3400937833851	LERCANIDIPINE EVO 20MG CPR 30	812	LERCAN 20MG CPR                     | ZANIDIP 20MG CPR	C08CA13	LERCANIDIPINE	01/02/11		29/09/10	
3400937834162	AZITHROMYCINE BGA 250MG CPR 6	632	ZITHROMAX 250MG CPR                 | ZITHROMAX MONODOSE 250MG CPR	J01FA10	AZITHROMYCINE	10/08/07		30/06/07	18/12/14
3400937834391	AZITHROMYCINE PHR 250MG CPR 6	632	ZITHROMAX 250MG CPR                 | ZITHROMAX MONODOSE 250MG CPR	J01FA10	AZITHROMYCINE	21/12/11		18/06/11	25/04/15
3400937836173	LERCANIDIPINE EVO 20MG CPR 90	812	LERCAN 20MG CPR                     | ZANIDIP 20MG CPR	C08CA13	LERCANIDIPINE	01/02/11		29/09/10	
3400937838474	MANIDIPINE TVC 10MG CPR 30	905	IPERTEN 10MG CPR	C08CA11	MANIDIPINE	25/11/10		01/09/10	
3400937838535	MANIDIPINE TVC 10MG CPR 90	905	IPERTEN 10MG CPR	C08CA11	MANIDIPINE	25/11/10		01/09/10	
3400937838825	MANIDIPINE TVC 20MG CPR 30	906	IPERTEN 20MG CPR	C08CA11	MANIDIPINE	25/11/10		01/09/10	
3400937841207	METFORMINE ZEN 850MG CPR 90	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE	10/05/12		12/02/08	
3400937841375	ACEBUTOLOL BGA 400MG CPR 90	33	SECTRAL 400MG CPR	C07AB04	ACEBUTOLOL	15/01/03		23/10/08	
3400937841955	CAPTOPRIL BGA 25MG CPR 90	14	CAPTOLANE 25MG CPR                  | LOPRIL 25MG CPR	C09AA01	CAPTOPRIL	15/01/03		23/10/08	
3400937842037	CAPTOPRIL BGA 50MG CPR 90	216	CAPTOLANE 50MG CPR                  | LOPRIL 50MG CPR	C09AA01	CAPTOPRIL	15/01/03		23/10/08	
3400937842495	BENAZEPRIL EG 5MG CPR 30	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	12/10/07		15/05/07	
3400937842617	BENAZEPRIL EG 10MG CPR 30	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	12/10/07		15/05/07	
3400937842846	GLICLAZIDE BGA 80MG CPR 180	54	DIAMICRON 80MG CPR	A10BB09	GLICLAZIDE	15/01/03		22/11/07	
3400937842907	CIPROFIBRATE BGA 100MG GELULE 90	284	LIPANOR 100MG GELULE	C10AB08	CIPROFIBRATE	25/05/04		03/07/08	
3400937843218	METFORMINE BGR 500MG CPR 90	47	GLUCOPHAGE 500MG CPR	A10BA02	METFORMINE	12/05/12		01/03/12	
3400937843386	METFORMINE NOR 850MG CPR  90	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE	08/01/13	14/03/14	26/06/07	
3400937844048	AMLODIPINE SDZ 5MG GELULE 30	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937844109	AMLODIPINE SDZ 5MG GELULE 90	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937845458	AMLODIPINE SDZ 10MG GELULE 30	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937845519	AMLODIPINE SDZ 10MG GELULE 90	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937846349	MIRTAZAPINE RTP 15MG CPR 30	473	NORSET 15MG CPR	N06AX11	MIRTAZAPINE	10/08/07		24/04/07	
3400937846578	MIRTAZAPINE SDZ 15MG CPR 30	473	NORSET 15MG CPR	N06AX11	MIRTAZAPINE	10/08/07		26/06/07	
3400937847230	SPIRONOLACTONE BGA 75MG CPR 90	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	10/05/12		22/11/07	
3400937847469	SPIRONOLACTONE BGA 50MG CPR 90	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	10/05/12		22/11/07	
3400937847520	CELIPROLOL BGA 200MG CPR 84	241	CELECTOL 200MG CPR	C07AB08	CELIPROLOL	12/03/09	22/09/09	25/04/12	
3400937847810	BISOPROLOLH 10MG CPR  90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	27/11/09	25/07/12	22/11/07	10/10/13
3400937848121	SPIRONOLACTONE ALTIZIDE BGA CPR 90	185	ALDACTAZINE CPR SECABLE	C03EA04	ALTIZIDE ET EPARGNEURS POTASSIQUES	15/01/03		22/11/07	
3400937848299	KETOPROFENE RBX 100MG CPR 30	162	PROFENID 100MG CPR	M01AE03	KETOPROFENE	01/04/09		30/06/07	
3400937849180	LOSARTAN ALT 100MG CPR 28	677	COZAAR 100MG CPR	C09CA01	LOSARTAN	12/05/10		30/06/09	
3400937849470	LOSARTAN ALT 50MG CPR 28	678	COZAAR 50MG CPR	C09CA01	LOSARTAN	12/05/10		30/06/09	
3400937850360	FLUVOXAMINE SDZ 50MG CPR 30	260	FLOXYFRAL 50MG CPR	N06AB08	FLUVOXAMINE	13/11/07		30/06/07	
3400937850421	FLUVOXAMINE SDZ 100MG CPR 15	261	FLOXYFRAL 100MG CPR	N06AB08	FLUVOXAMINE	13/11/07		30/06/07	
3400937850711	ACEBUTOLOL ZEN 200MG CPR 30	94	SECTRAL 200MG CPR	C07AB04	ACEBUTOLOL	10/05/12		09/10/07	
3400937850889	ACEBUTOLOL ZEN 200MG CPR 90	94	SECTRAL 200MG CPR	C07AB04	ACEBUTOLOL	10/05/12		09/10/07	
3400937851770	BICALUTAMIDE BGA 50MG CPR 30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	10/08/07		10/06/08	
3400937853323	ORMANDYL 50MG CPR GI 30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	10/07/08		10/06/08	
3400937853842	BICALUTAMIDE RBX 50MG CPR 30	589	CASODEX 50MG CPR	L02BB03	BICALUTAMIDE	10/07/08		10/06/08	
3400937856225	RAMIPRIL RTP 5MG CPR 90	412	TRIATEC 5MG CPR	C09AA05	RAMIPRIL	15/06/06	08/11/07	26/06/07	
3400937856393	RAMIPRIL RTP 10MG CPR 90	413	TRIATEC 10MG CPR	C09AA05	RAMIPRIL	15/06/06	08/11/07	26/06/07	
3400937859707	FELODIPINE SDZ LP 5MG CPR 30	656	FLODIL LP 5MG CPR	C08CA02	FELODIPINE	10/08/07		05/07/07	
3400937859875	FELODIPINE SDZ LP 5MG CPR 90	656	FLODIL LP 5MG CPR	C08CA02	FELODIPINE	10/08/07		05/07/07	
3400937860185	PHLOROGLUCINOL ARW 80MG CPR DISP 10	44	SPASFON LYOC 80MG LYOPHILISAT ORAL	A03AX12	PHLOROGLUCINOL	10/08/07		26/06/07	
3400937860765	CEFTAZIDIME AGT 1G PDR INJ 1	484	FORTUM 1G PDR INJ	J01DD02	CEFTAZIDIME	13/09/07		30/06/07	
3400937861366	GABAPENTINE QUA 600MG CPR  90	634	NEURONTIN 600MG CPR	N03AX12	GABAPENTINE	10/08/07	24/10/13	15/05/07	
3400937861595	GABAPENTINE QUA 800MG CPR  90	395	NEURONTIN 800MG CPR	N03AX12	GABAPENTINE	10/08/07	24/10/13	15/05/07	
3400937861656	TERBINAFINE ALM 250MG CPR 14	460	LAMISIL 250MG CPR	D01BA02	TERBINAFINE	10/08/07		05/07/07	
3400937861717	TERBINAFINE ALM 250MG CPR 28	460	LAMISIL 250MG CPR	D01BA02	TERBINAFINE	10/08/07		05/07/07	
3400937861946	ACEBUTOLOL ZEN 400MG CPR 90	33	SECTRAL 400MG CPR	C07AB04	ACEBUTOLOL	10/05/12		09/10/07	
3400937862028	ACEBUTOLOL ZEN 400MG CPR 90	33	SECTRAL 400MG CPR	C07AB04	ACEBUTOLOL	10/05/12		09/10/07	
3400937862257	ONDANSETRON MYL 8MG CPR DISP 2	660	ZOPHREN 8MG LYOPHILISAT ORAL	A04AA01	ONDANSETRON	26/06/09		04/04/07	03/02/12
3400937862318	ONDANSETRON MYL 8MG CPR DISP 4	660	ZOPHREN 8MG LYOPHILISAT ORAL	A04AA01	ONDANSETRON	26/06/09		04/04/07	03/02/12
3400937867979	LAMOTRIGINE EG 200MG CPR DISP 30	426	LAMICTAL 200MG CPR DISP	N03AX09	LAMOTRIGINE	06/05/08		29/01/08	
3400937870290	LAMOTRIGINE EG 100MG CPR DISP 30	425	LAMICTAL 100MG CPR DISP	N03AX09	LAMOTRIGINE	06/05/08		29/01/08	
3400937871761	LAMOTRIGINE EG 25MG CPR DISP 30	423	LAMICTAL 25MG CPR DISP	N03AX09	LAMOTRIGINE	26/02/08		29/01/08	
3400937873192	LOSARTAN ALT 50MG CPR 90	678	COZAAR 50MG CPR	C09CA01	LOSARTAN	12/05/10		30/06/09	
3400937873253	SIMVASTATINE REF 20MG CPR  84	481	LODALES 20MG CPR                    | ZOCOR 20MG CPR	C10AA01	SIMVASTATINE	13/04/05		26/06/07	
3400937873314	SIMVASTATINE REF 40MG CPR  84	389	LODALES 40MG CPR                    | ZOCOR 40MG CPR	C10AA01	SIMVASTATINE	13/04/05		26/06/07	
3400937873604	LOSARTAN ALT 100MG CPR 90	677	COZAAR 100MG CPR	C09CA01	LOSARTAN	12/05/10		30/06/09	
3400937873772	RAMIPRIL TVC 1,25MG CPR 90	410	TRIATEC 1,25MG CPR	C09AA05	RAMIPRIL	09/06/06		23/10/08	
3400937873833	RAMIPRIL TVC 2,5MG CPR 90	478	TRIATEC 2,5MG CPR	C09AA05	RAMIPRIL	09/06/06	08/11/07	23/10/08	
3400937874083	RAMIPRIL TVC 5MG CPR 90	412	TRIATEC 5MG CPR	C09AA05	RAMIPRIL	09/06/06	08/11/07	23/10/08	
3400937874144	RAMIPRIL TVC 10MG CPR 90	413	TRIATEC 10MG CPR	C09AA05	RAMIPRIL	09/06/06	08/11/07	23/10/08	
3400937888912	MANIDIPINE MYL 20MG CPR 30	906	IPERTEN 20MG CPR	C08CA11	MANIDIPINE	25/11/10		04/08/10	
3400937889391	SIMVASTATINE SDZ 20MG CPR 28	481	LODALES 20MG CPR                    | ZOCOR 20MG CPR	C10AA01	SIMVASTATINE	01/06/05	10/02/09	26/06/07	
3400937889452	SIMVASTATINE SDZ 20MG CPR 30	481	LODALES 20MG CPR                    | ZOCOR 20MG CPR	C10AA01	SIMVASTATINE	01/06/05	10/02/09	26/06/07	
3400937889971	SIMVASTATINE SDZ 40MG CPR 28	389	LODALES 40MG CPR                    | ZOCOR 40MG CPR	C10AA01	SIMVASTATINE	01/06/05	10/02/09	26/06/07	
3400937890052	SIMVASTATINE SDZ 40MG CPR 30	389	LODALES 40MG CPR                    | ZOCOR 40MG CPR	C10AA01	SIMVASTATINE	01/06/05	10/02/09	26/06/07	
3400937892292	MANIDIPINE MYL 20MG CPR 90	906	IPERTEN 20MG CPR	C08CA11	MANIDIPINE	25/11/10		04/08/10	
3400937901499	CETIRIZINE ARW 10MG/ML BUV FL 15ML 1/15 ML	352	VIRLIX 10MG/ML BUV FL 15ML          | ZYRTEC 10MG/ML BUV FL 15ML	R06AE07	CETIRIZINE	10/08/07		26/06/07	
3400937901840	RISPERIDONE SDZ 1MG CPR 60	399	RISPERDAL 1MG CPR	N05AX08	RISPERIDONE	01/06/05		30/06/07	
3400937902151	RISPERIDONE SDZ 2MG CPR 60	401	RISPERDAL 2MG CPR	N05AX08	RISPERIDONE	13/09/07		30/06/07	
3400937902380	RISPERIDONE SDZ 4MG CPR 30	402	RISPERDAL 4MG CPR	N05AX08	RISPERIDONE	13/09/07		30/06/07	
3400937903271	NISISCO 80MG/12,5MG CPR 30	877	COTAREG 80MG/12,5MG CPR             | NISISCO 80MG/12,5MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	11/11/10		15/04/08	
3400937903790	NISISCO 80MG/12,5MG CPR 90	877	COTAREG 80MG/12,5MG CPR             | NISISCO 80MG/12,5MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	11/11/10		15/04/08	
3400937903851	MANIDIPINE MYL 10MG CPR 30	905	IPERTEN 10MG CPR	C08CA11	MANIDIPINE	25/11/10		04/08/10	
3400937904162	NISISCO 160MG/12,5MG CPR 30	878	COTAREG 160MG/12,5MG CPR            | NISISCO 160MG/12,5MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	11/11/10		15/04/08	
3400937904513	NISISCO 160MG/12,5MG CPR 90	878	COTAREG 160MG/12,5MG CPR            | NISISCO 160MG/12,5MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	11/11/10		15/04/08	
3400937904803	NISISCO 160MG/25MG CPR 30	879	COTAREG 160MG/25MG CPR              | NISISCO 160MG/25MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	11/11/10		15/04/08	
3400937905282	NISISCO 160MG/25MG CPR 90	879	COTAREG 160MG/25MG CPR              | NISISCO 160MG/25MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	11/11/10		15/04/08	
3400937905633	NISIS 40MG CPR 30	853	NISIS 40MG CPR                      | NISIS 40MG CPR                      | TAREG 40MG CPR	C09CA03	VALSARTAN	30/06/10		15/04/08	
3400937906005	NISIS 40MG CPR 90	853	NISIS 40MG CPR                      | NISIS 40MG CPR                      | TAREG 40MG CPR	C09CA03	VALSARTAN	30/06/10		15/04/08	
3400937906463	NISIS 80MG CPR 30	854	NISIS 80MG CPR                      | TAREG 80MG CPR	C09CA03	VALSARTAN	30/06/10		15/04/08	
3400937906753	NISIS 80MG CPR 90	854	NISIS 80MG CPR                      | TAREG 80MG CPR	C09CA03	VALSARTAN	30/06/10		15/04/08	
3400937907064	NISIS 160MG CPR 30	855	NISIS 160MG CPR                     | TAREG 160MG CPR	C09CA03	VALSARTAN	30/06/10		15/04/08	
3400937907354	NISIS 160MG CPR 90	855	NISIS 160MG CPR                     | TAREG 160MG CPR	C09CA03	VALSARTAN	30/06/10		15/04/08	
3400937907415	MANIDIPINE MYL 10MG CPR 90	905	IPERTEN 10MG CPR	C08CA11	MANIDIPINE	25/11/10		04/08/10	
3400937908825	CAPTOPRIL HCTZ SDZ 50/25MG CPR 28	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	05/10/05		03/07/07	
3400937909426	ALLOPURINOL RBX 100MG CPR 28	215	ZYLORIC 100MG CPR	M04AA01	ALLOPURINOL	15/04/09		18/12/08	
3400937909594	ALLOPURINOL RBX 200MG CPR 28	181	ZYLORIC 200MG CPR	M04AA01	ALLOPURINOL	12/02/10		18/12/08	
3400937909655	ALLOPURINOL RBX 300MG CPR 28	149	ZYLORIC 300MG CPR	M04AA01	ALLOPURINOL	15/04/09		18/12/08	
3400937909945	CEFPODOXIME RTP 100MG CPR 10	636	ORELOX 100MG CPR	J01DD13	CEFPODOXIME	10/08/07		03/07/07	
3400937910026	CEFPODOXIME ZYD 100MG CPR 10	636	ORELOX 100MG CPR	J01DD13	CEFPODOXIME	08/11/07		17/07/07	
3400937910194	AMOX/AC CLAV ZYD 100MG/12,5MG/ML NR 1/7 G	236	AUGMENTIN 100MG/12,5MG/ML NR PDR    | CIBLOR 100MG/12,5MG/ML NR PDR	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME	10/08/07		26/06/07	
3400937910255	AMOX/AC CLAV ZYD 100MG/12,5MG/ML ENF 1/14 G	237	AUGMENTIN 100MG/12,5MG/ML ENF PDR   | CIBLOR 100MG/12,5MG/ML ENF PDR	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME	10/08/07		26/06/07	
3400937910316	AMOX/AC CLAV ZYD 500MG/62,5MG AD CPR 16	234	AUGMENTIN 500MG/62,5MG AD CPR       | CIBLOR 500MG/62,5MG AD CPR	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME	10/08/07		26/06/07	
3400937910545	AMOX/AC CLAV ZYD 500MG/62,5MG AD CPR 24	234	AUGMENTIN 500MG/62,5MG AD CPR       | CIBLOR 500MG/62,5MG AD CPR	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME	10/08/07		26/06/07	
3400937910835	AMOX/AC CLAV ZEN 100MG/12,5MG/ML NR 1/5,25 G	236	AUGMENTIN 100MG/12,5MG/ML NR PDR    | CIBLOR 100MG/12,5MG/ML NR PDR	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME	21/02/14		26/06/07	
3400937911085	AMOX/AC CLAV ZEN 100MG/12,5MG/ML ENF 1/14 G	237	AUGMENTIN 100MG/12,5MG/ML ENF PDR   | CIBLOR 100MG/12,5MG/ML ENF PDR	J01CR02	AMOXICILLINE ET INHIBITEUR D'ENZYME	21/02/14		26/06/07	
3400937911436	LAMOTRIGINE ARW 25MG CPR DISP 30	423	LAMICTAL 25MG CPR DISP	N03AX09	LAMOTRIGINE	10/08/07		26/06/07	
3400937912266	LAMOTRIGINE ARW 100MG CPR DISP 30	425	LAMICTAL 100MG CPR DISP	N03AX09	LAMOTRIGINE	13/09/07		26/06/07	
3400937912846	LAMOTRIGINE ARW 200MG CPR DISP 30	426	LAMICTAL 200MG CPR DISP	N03AX09	LAMOTRIGINE	13/09/07		26/06/07	
3400937913386	LAMOTRIGINE ARW 50MG CPR DISP 30	424	LAMICTAL 50MG CPR DISP	N03AX09	LAMOTRIGINE	13/09/07		26/06/07	
3400937913737	LISINOPRIL BGA 5MG CPR 84	335	PRINIVIL 5MG CPR                    | ZESTRIL 5MG CPR	C09AA03	LISINOPRIL	13/04/05		09/07/08	
3400937914277	LISINOPRIL BGA 20MG CPR 84	338	PRINIVIL 20MG CPR                   | ZESTRIL 20MG CPR	C09AA03	LISINOPRIL	13/04/05		09/07/08	
3400937915168	ATENOLOL BGA 100MG CPR 30	22	TENORMINE 100MG CPR	C07AB03	ATENOLOL	15/01/03		01/09/10	
3400937915687	AMLODIPINE ZYD 5MG GELULE 30	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937915748	AMLODIPINE ZYD 5MG GELULE 90	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937915809	AMLODIPINE RBX 5MG GELULE 30	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937915977	AMLODIPINE RBX 5MG GELULE 90	547	AMLOR 5MG GELULE	C08CA01	AMLODIPINE	10/08/07		05/07/07	
3400937916059	AMLODIPINE RBX 10MG GELULE 30	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE	13/09/07		05/07/07	
3400937916110	AMLODIPINE RBX 10MG GELULE 90	548	AMLOR 10MG GELULE	C08CA01	AMLODIPINE	13/09/07		05/07/07	
3400937916288	FENOFIBRATE RBX 300MG GELULE 30	206	LIPANTHYL 300MG GELULE	C10AB05	FENOFIBRATE	31/10/08		19/03/09	
3400937916639	CEFTAZIDIME WTR 2G PDR INJ IV 1	485	FORTUM 2G PDR INJ	J01DD02	CEFTAZIDIME	27/05/08	31/05/13	21/09/07	
3400937916868	CEFTAZIDIME WTR 1G PDR INJ 1	484	FORTUM 1G PDR INJ	J01DD02	CEFTAZIDIME	27/05/08	31/05/13	21/09/07	
3400937916929	CEFTAZIDIME WTR 500MG PDR INJ 1	483	FORTUM 500MG ENF NR PDR INJ	J01DD02	CEFTAZIDIME	27/05/08	31/05/13	21/09/07	
3400937918411	NUROFENPRO 20MG/ML ENF NOUR SUSP BUV 1/150 ML	738	NUROFENPRO 20MG/ML ENF NOUR SUSP BUV	M01AE01	IBUPROFENE	10/02/09		13/07/07	
3400937919470	CEFTAZIDIME TVC 1G PDR INJ IM IV 1	484	FORTUM 1G PDR INJ	J01DD02	CEFTAZIDIME	12/05/10		05/09/07	
3400937919531	CEFTAZIDIME TVC 2G PDR INJ IV 1	485	FORTUM 2G PDR INJ	J01DD02	CEFTAZIDIME	12/05/12		30/06/07	
3400937919760	CEFTAZIDIME TVC 500MG PDR SOL  1	483	FORTUM 500MG ENF NR PDR INJ	J01DD02	CEFTAZIDIME	13/09/07		08/08/07	
3400937920070	AZATHIOPRINE TVC 50MG CPR 100	541	IMUREL 50MG CPR PELLICULE	L04AX01	AZATHIOPRINE	28/08/08		17/07/07	
3400937920360	BROMAZEPAM TVC 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	22/09/09		09/10/07	
3400937921480	REQUIP LP 2MG CPR 21	1022	REQUIP LP 2MG CPR	N04BC04	ROPINIROLE	21/12/11		10/01/08	
3400937921541	REQUIP LP 2MG CPR 28	1022	REQUIP LP 2MG CPR	N04BC04	ROPINIROLE	21/12/11		10/01/08	
3400937922142	REQUIP LP 4MG CPR 28	1023	REQUIP LP 4MG CPR	N04BC04	ROPINIROLE	21/12/11		10/01/08	
3400937922371	REQUIP LP 8MG CPR 28	1024	REQUIP LP 8MG CPR	N04BC04	ROPINIROLE	21/12/11		10/01/08	
