CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	PFHT,N,11,0	PPTTC,N,11,0	TFR,N,10,0	DT_DEB,D	DT_FIN,D
3400937200257	FOZITEC 10MG CPR 90	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	1798	2551	2296	01/03/12	30/06/12
3400937200257	FOZITEC 10MG CPR 90	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	1798	2551	2492	01/01/12	29/02/12
3400937200257	FOZITEC 10MG CPR 90	557	FOZITEC 10MG CPR	C09AA09	FOSINOPRIL	1798	2551	2551	01/01/11	31/12/11
3400937200318	FOZITEC 20MG CPR 30	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	557	809	809	01/12/13	
3400937200318	FOZITEC 20MG CPR 30	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	557	809	998	01/03/12	30/11/13
3400937200318	FOZITEC 20MG CPR 30	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	557	809	1139	01/01/12	29/02/12
3400937200318	FOZITEC 20MG CPR 30	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	557	809	1165	01/01/11	31/12/11
3400937200486	FOZITEC 20MG CPR 90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	2280	3221	2275	01/12/13	
3400937200486	FOZITEC 20MG CPR 90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	2280	3221	2806	01/07/12	30/11/13
3400937200486	FOZITEC 20MG CPR 90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	2280	3221	2741	01/03/12	30/06/12
3400937200486	FOZITEC 20MG CPR 90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	2280	3221	3145	01/01/12	29/02/12
3400937200486	FOZITEC 20MG CPR 90	559	FOZITEC 20MG CPR	C09AA09	FOSINOPRIL	2280	3221	3221	01/01/11	31/12/11
3400937200776	ECAZIDE CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	2009	2844	2844	13/03/09	
3400937204798	ENALAPRIL HCTZ WTP 20/12,5MG CP  30	0		C09BA02	ENALAPRIL ET DIURETIQUES	615	888	888	01/12/13	
3400937204798	ENALAPRIL HCTZ WTP 20/12,5MG CP  30	0		C09BA02	ENALAPRIL ET DIURETIQUES	615	888	1246	01/01/12	30/11/13
3400937204798	ENALAPRIL HCTZ WTP 20/12,5MG CP  30	0		C09BA02	ENALAPRIL ET DIURETIQUES	615	888	1275	06/05/08	31/12/11
3400937204910	BISOPROLOL ZEN 10MG CPR 60	0		C07AB07	BISOPROLOL	1213	1774	1774	01/12/13	
3400937204910	BISOPROLOL ZEN 10MG CPR 60	0		C07AB07	BISOPROLOL	1213	1774	1783	01/07/12	30/11/13
3400937204910	BISOPROLOL ZEN 10MG CPR 60	0		C07AB07	BISOPROLOL	1213	1774	1708	01/01/12	30/06/12
3400937204910	BISOPROLOL ZEN 10MG CPR 60	0		C07AB07	BISOPROLOL	1213	1774	1749	01/03/09	31/12/11
3400937205511	ENALAPRIL ZEN 20MG CPR 30	0		C09AA02	ENALAPRIL	615	888	888	01/12/13	
3400937205511	ENALAPRIL ZEN 20MG CPR 30	0		C09AA02	ENALAPRIL	615	888	1246	01/03/12	30/11/13
3400937205511	ENALAPRIL ZEN 20MG CPR 30	0		C09AA02	ENALAPRIL	615	888	1384	01/01/12	29/02/12
3400937205511	ENALAPRIL ZEN 20MG CPR 30	0		C09AA02	ENALAPRIL	615	888	1417	06/05/08	31/12/11
3400937207751	LESCOL 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	798	01/03/12	
3400937207751	LESCOL 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	985	01/01/12	29/02/12
3400937207751	LESCOL 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	1008	01/01/11	31/12/11
3400937207812	LESCOL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2246	01/07/12	
3400937207812	LESCOL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2176	01/03/12	30/06/12
3400937207812	LESCOL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2703	01/01/12	29/02/12
3400937207812	LESCOL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2768	01/01/11	31/12/11
3400937207980	LESCOL LP 80MG CPR 30	0		C10AA04	FLUVASTATINE	934	1320	1320	01/02/12	
3400937208062	LESCOL LP 80MG CPR 90	0		C10AA04	FLUVASTATINE	2663	3719	3719	01/07/12	
3400937208062	LESCOL LP 80MG CPR 90	0		C10AA04	FLUVASTATINE	2663	3719	3603	01/02/12	30/06/12
3400937208123	LESCOL 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	718	01/03/12	
3400937208123	LESCOL 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	885	01/01/12	29/02/12
3400937208123	LESCOL 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	906	01/01/11	31/12/11
3400937208291	LESCOL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2020	01/07/12	
3400937208291	LESCOL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	1948	01/03/12	30/06/12
3400937208291	LESCOL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2420	01/01/12	29/02/12
3400937208291	LESCOL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2478	01/01/11	31/12/11
3400937208642	LISINOPRIL RTP 5MG CPR 84	0		C09AA03	LISINOPRIL	734	1131	1131	01/07/12	
3400937208642	LISINOPRIL RTP 5MG CPR 84	0		C09AA03	LISINOPRIL	734	1131	1049	01/03/12	30/06/12
3400937208642	LISINOPRIL RTP 5MG CPR 84	0		C09AA03	LISINOPRIL	734	1131	1136	01/01/12	29/02/12
3400937208642	LISINOPRIL RTP 5MG CPR 84	0		C09AA03	LISINOPRIL	734	1131	1162	01/03/09	31/12/11
3400937208703	LISINOPRIL RTP 5MG CPR 90	0		C09AA03	LISINOPRIL	787	1202	1202	01/07/12	
3400937208703	LISINOPRIL RTP 5MG CPR 90	0		C09AA03	LISINOPRIL	787	1202	1121	01/03/12	30/06/12
3400937208703	LISINOPRIL RTP 5MG CPR 90	0		C09AA03	LISINOPRIL	787	1202	1213	01/01/12	29/02/12
3400937208703	LISINOPRIL RTP 5MG CPR 90	0		C09AA03	LISINOPRIL	787	1202	1242	01/03/09	31/12/11
3400937222778	CAPTEA CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2626	01/07/12	
3400937222778	CAPTEA CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2559	01/03/12	30/06/12
3400937222778	CAPTEA CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2778	01/01/12	29/02/12
3400937222778	CAPTEA CPR 84	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES	1848	2626	2844	01/03/09	31/12/11
3400937223669	BRIEM 5MG CPR 30	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	324	502	502	01/12/13	
3400937223669	BRIEM 5MG CPR 30	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	324	502	606	01/03/12	30/11/13
3400937223669	BRIEM 5MG CPR 30	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	324	502	651	01/01/12	29/02/12
3400937223669	BRIEM 5MG CPR 30	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	324	502	665	01/01/11	31/12/11
3400937223720	BRIEM 5MG CPR 84	0		C09AA07	BENAZEPRIL	1169	1678	1678	01/01/11	
3400937223898	BRIEM 5MG CPR 90	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	1253	1794	1385	01/12/13	
3400937223898	BRIEM 5MG CPR 90	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	1253	1794	1693	01/07/12	30/11/13
3400937223898	BRIEM 5MG CPR 90	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	1253	1794	1617	01/03/12	30/06/12
3400937223898	BRIEM 5MG CPR 90	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	1253	1794	1753	01/01/12	29/02/12
3400937223898	BRIEM 5MG CPR 90	690	BRIEM 5MG CPR                       | CIBACENE 5MG CPR	C09AA07	BENAZEPRIL	1253	1794	1794	01/01/11	31/12/11
3400937223959	BRIEM 10MG CPR 30	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	539	785	785	01/12/13	
3400937223959	BRIEM 10MG CPR 30	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	539	785	968	01/03/12	30/11/13
3400937223959	BRIEM 10MG CPR 30	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	539	785	1048	01/01/12	29/02/12
3400937223959	BRIEM 10MG CPR 30	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	539	785	1072	01/01/11	31/12/11
3400937224031	BRIEM 10MG CPR 84	0		C09AA07	BENAZEPRIL	1948	2760	2760	01/01/11	
3400937224260	BRIEM 10MG CPR 90	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	2088	2954	2207	01/12/13	
3400937224260	BRIEM 10MG CPR 90	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	2088	2954	2723	01/07/12	30/11/13
3400937224260	BRIEM 10MG CPR 90	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	2088	2954	2658	01/03/12	30/06/12
3400937224260	BRIEM 10MG CPR 90	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	2088	2954	2885	01/01/12	29/02/12
3400937224260	BRIEM 10MG CPR 90	689	BRIEM 10MG CPR                      | CIBACENE 10MG CPR	C09AA07	BENAZEPRIL	2088	2954	2954	01/01/11	31/12/11
3400937224550	DETENSIEL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1774	01/12/13	
3400937224550	DETENSIEL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1783	01/07/12	30/11/13
3400937224550	DETENSIEL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1708	01/01/12	30/06/12
3400937224550	DETENSIEL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1749	01/03/09	31/12/11
3400937224789	ENALAPRIL ZYD 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	2498	01/12/13	
3400937224789	ENALAPRIL ZYD 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3507	01/07/12	30/11/13
3400937224789	ENALAPRIL ZYD 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3415	01/03/12	30/06/12
3400937224789	ENALAPRIL ZYD 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3763	01/01/12	29/02/12
3400937224789	ENALAPRIL ZYD 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3735	01/03/09	31/12/11
3400937224901	ENALAPRIL HCTZ RTP 20/12,5MG CPR 30	0		C09BA02	ENALAPRIL ET DIURETIQUES	615	888	888	01/12/13	
3400937224901	ENALAPRIL HCTZ RTP 20/12,5MG CPR 30	0		C09BA02	ENALAPRIL ET DIURETIQUES	615	888	1246	01/01/12	30/11/13
3400937224901	ENALAPRIL HCTZ RTP 20/12,5MG CPR 30	0		C09BA02	ENALAPRIL ET DIURETIQUES	615	888	1275	06/05/08	31/12/11
3400937225090	ENALAPRIL HCTZ RTP 20/12,5MG CPR 84	0		C09BA02	ENALAPRIL ET DIURETIQUES	1636	2341	2341	01/12/13	
3400937225090	ENALAPRIL HCTZ RTP 20/12,5MG CPR 84	0		C09BA02	ENALAPRIL ET DIURETIQUES	1636	2341	3282	01/07/12	30/11/13
3400937225090	ENALAPRIL HCTZ RTP 20/12,5MG CPR 84	0		C09BA02	ENALAPRIL ET DIURETIQUES	1636	2341	3215	01/01/12	30/06/12
3400937225090	ENALAPRIL HCTZ RTP 20/12,5MG CPR 84	0		C09BA02	ENALAPRIL ET DIURETIQUES	1636	2341	3290	01/03/09	31/12/11
3400937225151	ENALAPRIL HCTZ RTP 20/12,5MG CPR 90	0		C09BA02	ENALAPRIL ET DIURETIQUES	1753	2498	2498	01/12/13	
3400937225151	ENALAPRIL HCTZ RTP 20/12,5MG CPR 90	0		C09BA02	ENALAPRIL ET DIURETIQUES	1753	2498	3507	01/07/12	30/11/13
3400937225151	ENALAPRIL HCTZ RTP 20/12,5MG CPR 90	0		C09BA02	ENALAPRIL ET DIURETIQUES	1753	2498	3415	01/01/12	30/06/12
3400937225151	ENALAPRIL HCTZ RTP 20/12,5MG CPR 90	0		C09BA02	ENALAPRIL ET DIURETIQUES	1753	2498	3489	01/03/09	31/12/11
3400937228282	FOSAMAX 10MG CPR 84	369	FOSAMAX 10MG CPR	M05BA04	ALENDRONIQUE ACIDE	3942	5435	5435	01/07/12	
3400937228282	FOSAMAX 10MG CPR 84	369	FOSAMAX 10MG CPR	M05BA04	ALENDRONIQUE ACIDE	3942	5435	5127	01/01/12	30/06/12
3400937228282	FOSAMAX 10MG CPR 84	369	FOSAMAX 10MG CPR	M05BA04	ALENDRONIQUE ACIDE	3942	5435	5191	19/03/09	31/12/11
3400937230704	CIPROFIBRATE RTP 100MG GELULE  390	0		C10AB08	CIPROFIBRATE	1057	1564	1564	01/07/12	
3400937230704	CIPROFIBRATE RTP 100MG GELULE  390	0		C10AB08	CIPROFIBRATE	1057	1564	1487	01/01/12	30/06/12
3400937230704	CIPROFIBRATE RTP 100MG GELULE  390	0		C10AB08	CIPROFIBRATE	1057	1564	1522	01/03/09	31/12/11
3400937232715	SPIRONOLACTONE CRT 75MG CPR 90	0		C03DA01	SPIRONOLACTONE	1308	1901	1901	01/07/12	
3400937232715	SPIRONOLACTONE CRT 75MG CPR 90	0		C03DA01	SPIRONOLACTONE	1308	1901	1827	01/01/12	30/06/12
3400937232715	SPIRONOLACTONE CRT 75MG CPR 90	0		C03DA01	SPIRONOLACTONE	1308	1901	1871	05/06/10	31/12/11
3400937233545	ALDACTONE 50MG CPR 90	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	946	1415	1415	01/07/12	
3400937233545	ALDACTONE 50MG CPR 90	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	946	1415	1337	01/01/12	30/06/12
3400937233545	ALDACTONE 50MG CPR 90	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	946	1415	1368	01/03/09	31/12/11
3400937234665	SPIRONOLACTONE RTP 75MG CPR 90	0		C03DA01	SPIRONOLACTONE	1308	1901	1901	01/07/12	
3400937234665	SPIRONOLACTONE RTP 75MG CPR 90	0		C03DA01	SPIRONOLACTONE	1308	1901	1827	01/01/12	30/06/12
3400937234665	SPIRONOLACTONE RTP 75MG CPR 90	0		C03DA01	SPIRONOLACTONE	1308	1901	1871	01/03/09	31/12/11
3400937235266	CIPROFIBRATE SDZ 100MG GELULE 90	0		C10AB08	CIPROFIBRATE	1057	1564	1564	01/07/12	
3400937235266	CIPROFIBRATE SDZ 100MG GELULE 90	0		C10AB08	CIPROFIBRATE	1057	1564	1487	01/01/12	30/06/12
3400937235266	CIPROFIBRATE SDZ 100MG GELULE 90	0		C10AB08	CIPROFIBRATE	1057	1564	1522	01/03/09	31/12/11
3400937235327	VERAPAMIL SDZ LP 240MG CPR 90	0		C08DA01	VERAPAMIL	1245	1817	1817	01/12/13	
3400937235327	VERAPAMIL SDZ LP 240MG CPR 90	0		C08DA01	VERAPAMIL	1245	1817	2004	01/07/12	30/11/13
3400937235327	VERAPAMIL SDZ LP 240MG CPR 90	0		C08DA01	VERAPAMIL	1245	1817	1932	01/01/12	30/06/12
3400937235327	VERAPAMIL SDZ LP 240MG CPR 90	0		C08DA01	VERAPAMIL	1245	1817	1978	01/03/09	31/12/11
3400937236966	ENALAPRIL TVS 20MG CPR 84	0		C09AA02	ENALAPRIL	2611	3615	2341	01/12/13	
3400937236966	ENALAPRIL TVS 20MG CPR 84	0		C09AA02	ENALAPRIL	2611	3615	3282	01/07/12	30/11/13
3400937236966	ENALAPRIL TVS 20MG CPR 84	0		C09AA02	ENALAPRIL	2611	3615	3215	01/03/12	30/06/12
3400937236966	ENALAPRIL TVS 20MG CPR 84	0		C09AA02	ENALAPRIL	2611	3615	3541	01/01/12	29/02/12
3400937236966	ENALAPRIL TVS 20MG CPR 84	0		C09AA02	ENALAPRIL	2611	3615	3615	01/03/09	31/12/11
3400937237048	ENALAPRIL TVS 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	2498	01/12/13	
3400937237048	ENALAPRIL TVS 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3507	01/07/12	30/11/13
3400937237048	ENALAPRIL TVS 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3415	01/03/12	30/06/12
3400937237048	ENALAPRIL TVS 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3763	01/01/12	29/02/12
3400937237048	ENALAPRIL TVS 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3835	01/03/09	31/12/11
3400937237109	ENALAPRIL TVS 5MG CPR 84	0		C09AA02	ENALAPRIL	912	1321	934	01/12/13	
3400937237109	ENALAPRIL TVS 5MG CPR 84	0		C09AA02	ENALAPRIL	912	1321	1271	01/07/12	30/11/13
3400937237109	ENALAPRIL TVS 5MG CPR 84	0		C09AA02	ENALAPRIL	912	1321	1192	01/03/12	30/06/12
3400937237109	ENALAPRIL TVS 5MG CPR 84	0		C09AA02	ENALAPRIL	912	1321	1290	01/01/12	29/02/12
3400937237109	ENALAPRIL TVS 5MG CPR 84	0		C09AA02	ENALAPRIL	912	1321	1321	01/03/09	31/12/11
3400937237277	ENALAPRIL TVS 5MG CPR 90	0		C09AA02	ENALAPRIL	978	1412	991	01/12/13	
3400937237277	ENALAPRIL TVS 5MG CPR 90	0		C09AA02	ENALAPRIL	978	1412	1354	01/07/12	30/11/13
3400937237277	ENALAPRIL TVS 5MG CPR 90	0		C09AA02	ENALAPRIL	978	1412	1274	01/03/12	30/06/12
3400937237277	ENALAPRIL TVS 5MG CPR 90	0		C09AA02	ENALAPRIL	978	1412	1380	01/01/12	29/02/12
3400937237277	ENALAPRIL TVS 5MG CPR 90	0		C09AA02	ENALAPRIL	978	1412	1412	01/03/09	31/12/11
3400937238168	FRACTAL 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	718	01/03/12	
3400937238168	FRACTAL 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	885	01/01/12	29/02/12
3400937238168	FRACTAL 20MG GELULE 30	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	490	718	906	01/01/11	31/12/11
3400937238229	FRACTAL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2020	01/07/12	
3400937238229	FRACTAL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	1948	01/03/12	30/06/12
3400937238229	FRACTAL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2420	01/01/12	29/02/12
3400937238229	FRACTAL 20MG GELULE 90	697	FRACTAL 20MG GELULE                 | LESCOL 20MG GELULE	C10AA04	FLUVASTATINE	1397	2020	2478	01/01/11	31/12/11
3400937238397	FRACTAL 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	798	01/03/12	
3400937238397	FRACTAL 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	985	01/01/12	29/02/12
3400937238397	FRACTAL 40MG GELULE 30	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	549	798	1008	01/01/11	31/12/11
3400937238458	FRACTAL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2246	01/07/12	
3400937238458	FRACTAL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2176	01/03/12	30/06/12
3400937238458	FRACTAL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2703	01/01/12	29/02/12
3400937238458	FRACTAL 40MG GELULE 90	698	FRACTAL 40MG GELULE                 | LESCOL 40MG GELULE	C10AA04	FLUVASTATINE	1565	2246	2768	01/01/11	31/12/11
3400937238519	FRACTAL LP 80MG CPR 30	733	FRACTAL LP 80MG CPR	C10AA04	FLUVASTATINE	934	1320	1320	01/02/12	
3400937238687	FRACTAL LP 80MG CPR 90	733	FRACTAL LP 80MG CPR	C10AA04	FLUVASTATINE	2663	3719	3719	01/07/12	
3400937238687	FRACTAL LP 80MG CPR 90	733	FRACTAL LP 80MG CPR	C10AA04	FLUVASTATINE	2663	3719	3603	01/02/12	30/06/12
3400937238748	ADALATE LP 20MG CPR 180	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE	1385	2004	2004	01/12/13	
3400937238748	ADALATE LP 20MG CPR 180	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE	1385	2004	2464	01/07/12	30/11/13
3400937238748	ADALATE LP 20MG CPR 180	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE	1385	2004	2395	01/01/12	30/06/12
3400937238748	ADALATE LP 20MG CPR 180	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE	1385	2004	2453	01/03/09	31/12/11
3400937238809	BRIAZIDE 10MG/12,5MG CPR 30	762	BRIAZIDE 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	539	785	785	01/10/13	
3400937239059	BRIAZIDE 10MG/12,5MG CPR 90	762	BRIAZIDE 10MG/12,5MG CPR	C09BA07	BENAZEPRIL ET DIURETIQUES	3549	4726	2207	01/10/13	
3400937239110	LIPANOR 100MG GELULE 90	0		C10AB08	CIPROFIBRATE	1057	1564	1564	01/07/12	
3400937239110	LIPANOR 100MG GELULE 90	0		C10AB08	CIPROFIBRATE	1057	1564	1487	01/01/12	30/06/12
3400937239110	LIPANOR 100MG GELULE 90	0		C10AB08	CIPROFIBRATE	1057	1564	1522	01/03/09	31/12/11
3400937239288	HEMI DAONIL 2,5MG CPR 180	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	559	896	896	01/07/12	
3400937239288	HEMI DAONIL 2,5MG CPR 180	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	559	896	812	01/01/12	30/06/12
3400937239288	HEMI DAONIL 2,5MG CPR 180	510	HEMI DAONIL 2,5MG CPR	A10BB01	GLIBENCLAMIDE	559	896	831	01/03/09	31/12/11
3400937240987	NIFEDIPINE RTP LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2004	01/12/13	
3400937240987	NIFEDIPINE RTP LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2464	01/07/12	30/11/13
3400937240987	NIFEDIPINE RTP LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2395	01/01/12	30/06/12
3400937240987	NIFEDIPINE RTP LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2453	01/03/09	31/12/11
3400937241120	RENITEC 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	2498	01/12/13	
3400937241120	RENITEC 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3507	01/07/12	30/11/13
3400937241120	RENITEC 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3415	01/03/12	30/06/12
3400937241120	RENITEC 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3763	01/01/12	29/02/12
3400937241120	RENITEC 20MG CPR 90	0		C09AA02	ENALAPRIL	2797	3835	3835	19/03/09	31/12/11
3400937241939	NIFEDIPINE GGA LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2004	01/12/13	
3400937241939	NIFEDIPINE GGA LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2464	01/07/12	30/11/13
3400937241939	NIFEDIPINE GGA LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2395	01/01/12	30/06/12
3400937241939	NIFEDIPINE GGA LP 20MG CPR  180	0		C08CA05	NIFEDIPINE	1385	2004	2453	01/03/09	31/12/11
3400937242189	BISOPROLOL MYL 10MG CPR 84	0		C07AB07	BISOPROLOL	1134	1668	1668	01/12/13	
3400937242189	BISOPROLOL MYL 10MG CPR 84	0		C07AB07	BISOPROLOL	1134	1668	1672	01/07/12	30/11/13
3400937242189	BISOPROLOL MYL 10MG CPR 84	0		C07AB07	BISOPROLOL	1134	1668	1596	01/01/12	30/06/12
3400937242189	BISOPROLOL MYL 10MG CPR 84	0		C07AB07	BISOPROLOL	1134	1668	1633	01/03/09	31/12/11
3400937242240	BISOPROLOL MYL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1774	01/12/13	
3400937242240	BISOPROLOL MYL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1783	01/07/12	30/11/13
3400937242240	BISOPROLOL MYL 10MG CPR 90	272	DETENSIEL 10MG CPR                  | SOPROL 10MG CPR	C07AB07	BISOPROLOL	1213	1774	1708	01/01/12	30/06/12
