CIP,C,13	NOM_COURT,C,50	DT_EFFET,D	GEN_IND,C,1	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77
3400936565401	ARIXTRA 10MG/0,8ML SOL INJ 7/,8 ML	29/12/05	0	0		B01AX05	FONDAPARINUX
3400936565579	ARIXTRA 10MG/0,8ML SOL INJ 10/,8 ML	29/12/05	0	0		B01AX05	FONDAPARINUX
3400936565630	TRUVADA 200MG/245MG CPR 30	15/12/05	0	0		J05AR03	TENOFOVIR DISOPROXIL ET EMTRICITABINE
3400936566460	SALBUTAMOL MYL 5MG/2,5ML INHAL 60/2,5 ML	14/10/04	1	471	VENTOLINE 5MG/2,5ML SOL INHAL	R03AC02	SALBUTAMOL
3400936567122	CIPROFLOXACINE ACT 250MG CPR 12	11/11/04	1	325	CIFLOX 250MG CPR	J01MA02	CIPROFLOXACINE
3400936567290	CIPROFLOXACINE ACT 500MG CPR 12	11/11/04	1	326	CIFLOX 500MG CPR	J01MA02	CIPROFLOXACINE
3400936567580	STHASIN LP 80MG GELULE 28	05/10/04	0	0		C07AA05	PROPRANOLOL
3400936567641	PROPRANOLOL EG 40MG CPR 50	09/12/04	1	110	AVLOCARDYL 40MG CPR	C07AA05	PROPRANOLOL
3400936567931	LOPERAMIDE SDZ 2MG GELULE  20	09/09/05	1	11	IMODIUM 2MG GELULE	A07DA03	LOPERAMIDE
3400936568242	ECONAZOLE SDZ 1% CREME TUBE 30G 1	09/09/05	1	80	PEVARYL 1% CREME	D01AC03	ECONAZOLE
3400936568303	ACICLOVIR SDZ 200MG CPR 25	09/09/05	1	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR
3400936568471	PARACETAMOL SDZ 500MG CPR 16	26/04/05	0	0		N02BE01	PARACETAMOL
3400936568532	ALLOPURINOL SDZ 100MG CPR 28	09/09/05	1	215	ZYLORIC 100MG CPR	M04AA01	ALLOPURINOL
3400936569423	APIDRA 300U/3ML SOL INJ CART 5/3 ML	28/08/09	0	0		A10AB06	INSULINE GLULISINE
3400936571082	SUCCICAPTAL 200MG GELULE 15	25/08/06	0	0		V03AC	CHELATEURS DU FER
3400936571143	LEVOCARNIL 1G/10ML SOL BUV 10/10 ML	12/04/06	0	0		A16AA01	LEVOCARNITINE
3400936571204	LEVOCARNIL 1G/5ML SOL INJ 5/5 ML	12/04/06	0	0		A16AA01	LEVOCARNITINE
3400936572324	TOBI 300MG/5ML SOL INHAL 56/5 ML	15/02/06	0	0		J01GB01	TOBRAMYCINE
3400936572614	NIMOTOP 30MG CPR 90	13/10/05	0	0		C08CA06	NIMODIPINE
3400936572782	WELLVONE 750MG/5ML SUSP BUV 1/226 ML	13/03/08	0	0		P01AX06	ATOVAQUONE
3400936572843	KIVEXA 600MG/300MG CPR 30	31/05/05	0	0		J05AR02	LAMIVUDINE ET ABACAVIR
3400936573093	ATROVENT 0,5MG/2ML AD SOL INHAL 10/2 ML	27/01/06	0	0		R03BB01	IPRATROPIUM BROMURE
3400936573154	ATROVENT 0,25MG/2ML ENF SOL INHAL 10/2 ML	27/01/06	0	0		R03BB01	IPRATROPIUM BROMURE
3400936573383	BRICANYL 5MG/2ML SOL INHAL 50/2 ML	24/12/04	4	647	BRICANYL 5MG/2ML SOL INHAL	R03AC03	TERBUTALINE
3400936574564	XELODA 150MG CPR 60	15/03/13	4	1102	XELODA 150MG CPR	L01BC06	CAPECITABINE
3400936574625	XELODA 500MG CPR 120	15/03/13	4	1104	XELODA 500MG CPR	L01BC06	CAPECITABINE
3400936574793	TARGRETIN 75MG CAPSULE 100	23/11/12	0	0		L01XX25	BEXAROTENE
3400936574854	ZAVEDOS 25MG GELULE 1	01/11/06	0	0		L01DB06	IDARUBICINE
3400936574915	ZAVEDOS 5MG GELULE 1	01/11/06	0	0		L01DB06	IDARUBICINE
3400936575165	ZAVEDOS 10MG GELULE 1	01/11/06	0	0		L01DB06	IDARUBICINE
3400936575806	CELLTOP 50MG CAPSULE 20	19/06/07	0	0		L01CB01	ETOPOSIDE
3400936575974	CELLTOP 25MG CAPSULE 40	19/06/07	0	0		L01CB01	ETOPOSIDE
3400936576575	MILTEX 6% SOL FL 10ML 1/10 ML	13/03/08	0	0		L01XX09	MILTEFOSINE
3400936578067	VENTOLINE 1,25MG/2,5ML SOL INHAL 20/2,5 ML	27/01/06	0	0		R03AC02	SALBUTAMOL
3400936578357	AZILECT 1MG CPR 30	02/01/10	0	0		N04BD02	RASAGILINE
3400936578418	IPRATROPIUM ARW 0,5MG/2ML AD INHAL 10/2 ML	24/12/04	1	339	ATROVENT 0,5MG/2ML AD SOL INHAL	R03BB01	IPRATROPIUM BROMURE
3400936579019	TERBUTALINE ARW 5MG/2ML SOL INHAL 50/2 ML	24/12/04	1	647	BRICANYL 5MG/2ML SOL INHAL	R03AC03	TERBUTALINE
3400936579309	SALBUTAMOL ARW 2,5MG/2,5ML INHAL 20/2,5 ML	14/10/04	1	457	VENTOLINE 2,5MG/2,5ML SOL INHAL	R03AC02	SALBUTAMOL
3400936579538	SALBUTAMOL ARW 2,5MG/2,5ML INHAL 60/2,5 ML	14/10/04	1	457	VENTOLINE 2,5MG/2,5ML SOL INHAL	R03AC02	SALBUTAMOL
3400936579996	SALBUTAMOL ARW 5MG/2,5ML INHAL 20/2,5 ML	14/10/04	1	471	VENTOLINE 5MG/2,5ML SOL INHAL	R03AC02	SALBUTAMOL
3400936580138	SALBUTAMOL ARW 5MG/2,5ML INHAL 60/2,5 ML	14/10/04	1	471	VENTOLINE 5MG/2,5ML SOL INHAL	R03AC02	SALBUTAMOL
3400936580367	IPRATROPIUM MYL 0,5MG/2ML AD INHAL 10/2 ML	26/06/09	1	339	ATROVENT 0,5MG/2ML AD SOL INHAL	R03BB01	IPRATROPIUM BROMURE
3400936580596	IPRATROPIUM MYL 0,25MG/1ML ENF INHAL 10/1 ML	26/06/09	1	642	ATROVENT 0,25MG/1ML ENF SOL INHAL	R03BB01	IPRATROPIUM BROMURE
3400936580947	ATROVENT 0,5MG/1ML AD SOL INHAL 30/1 ML	27/01/06	0	0		R03BB01	IPRATROPIUM BROMURE
3400936581319	ATROVENT 0,25MG/1ML ENF SOL INHAL 30/1 ML	27/04/05	4	642	ATROVENT 0,25MG/1ML ENF SOL INHAL	R03BB01	IPRATROPIUM BROMURE
3400936581548	IPRATROPIUM AGT 0,25MG/1ML ENF INHAL 10/1 ML	26/01/06	1	642	ATROVENT 0,25MG/1ML ENF SOL INHAL	R03BB01	IPRATROPIUM BROMURE
3400936581777	IPRATROPIUM AGT 0,5MG/2ML AD INHAL 10/2 ML	26/01/06	1	339	ATROVENT 0,5MG/2ML AD SOL INHAL	R03BB01	IPRATROPIUM BROMURE
3400936582088	PENICILLINE G PANPHARMA 1MUI PDR INJ 25/20 ML	27/06/07	0	0		J01CE01	BENZYLPENICILLINE
3400936582439	AMOXICILLINE SDZ 250MG/5ML PDR FL 12	09/09/05	1	135	CLAMOXYL 250MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE
3400936582668	DICLOFENAC SDZ 50MG CPR GI  30	22/03/12	1	117	VOLTARENE 50MG CPR	M01AB05	DICLOFENAC
3400936582729	AMIODARONE SDZ 200MG CPR 30	09/09/05	1	99	CORDARONE 200MG CPR	C01BD01	AMIODARONE
3400936582897	ALPRAZOLAM SDZ 0,25MG CPR 30	09/09/05	1	637	XANAX 0,25MG CPR	N05BA12	ALPRAZOLAM
3400936582958	ALLOPURINOL SDZ 200MG CPR 28	09/09/05	1	181	ZYLORIC 200MG CPR	M04AA01	ALLOPURINOL
3400936583030	IBUPROFENE SDZ 200MG CPR ENR 30	09/09/05	1	221	NUREFLEX 200MG CPR	M01AE01	IBUPROFENE
3400936583320	BROMAZEPAM SDZ 6MG CPR 30	09/09/05	1	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM
3400936583498	OMEPRAZOLE SVI 20MG GELULE  7	09/09/05	1	312	MOPRAL 20MG GELULE                  | ZOLTUM 20MG GELULE	A02BC01	OMEPRAZOLE
3400936583559	OMEPRAZOLE SVI 20MG GELULE  14	09/09/05	1	312	MOPRAL 20MG GELULE                  | ZOLTUM 20MG GELULE	A02BC01	OMEPRAZOLE
3400936583610	OMEPRAZOLE SVI 20MG GELULE  28	09/09/05	1	312	MOPRAL 20MG GELULE                  | ZOLTUM 20MG GELULE	A02BC01	OMEPRAZOLE
3400936583849	ZOPICLONE SDZ 7,5MG CPR 14	09/09/05	1	105	IMOVANE 7,5MG CPR	N05CF01	ZOPICLONE
3400936583900	ACEBUTOLOL SDZ 200MG CPR 30	09/09/05	1	94	SECTRAL 200MG CPR	C07AB04	ACEBUTOLOL
3400936584099	ACEBUTOLOL SDZ 400MG CPR 30	09/09/05	1	33	SECTRAL 400MG CPR	C07AB04	ACEBUTOLOL
3400936584150	ALPRAZOLAM SDZ 0,50MG CPR 30	09/09/05	1	639	XANAX 0,50MG CPR	N05BA12	ALPRAZOLAM
3400936584211	FLUOXETINE SDZ 20MG GELULE 14	09/09/05	1	155	PROZAC 20MG GELULE	N06AB03	FLUOXETINE
3400936584389	SALBUTAMOL MYL 2,5MG/2,5ML INHAL 60/2,5 ML	14/10/04	1	457	VENTOLINE 2,5MG/2,5ML SOL INHAL	R03AC02	SALBUTAMOL
3400936584440	TIENAM 250MG/250MG INJ IV  1	18/03/10	4	1057	TIENAM 250MG/250MG INJ IV	J01DH51	IMIPENEME ET INHIBITEUR D'ENZYME
3400936584501	TIENAM 500MG/500MG INJ IV SYST  10/1,16 G	10/02/09	4	734	TIENAM 500MG/500MG INJ IV SYST	J01DH51	IMIPENEME ET INHIBITEUR D'ENZYME
3400936584730	TIENAM 500MG/500MG INJ IM  1	25/08/06	0	0		J01DH51	IMIPENEME ET INHIBITEUR D'ENZYME
3400936584969	VITALIPIDE AD EMULSION INJ 10/10 ML	20/05/05	0	0		B05XC	VITAMINES
3400936585850	ENBREL 50MG PDR INJ  4	30/11/05	0	0		L04AB01	ETANERCEPT
3400936586222	ENBREL 50MG PDR ET SOL INJ  4	30/11/05	0	0		L04AB01	ETANERCEPT
3400936586451	CYMBALTA 30MG GELULE 28	12/12/07	0	0		N06AX21	DULOXETINE
3400936586512	CYMBALTA 60MG GELULE 28	12/12/07	0	0		N06AX21	DULOXETINE
3400936586680	REBETOL 40MG/ML SOL BUV 1/100 ML	14/06/06	0	0		J05AB04	RIBAVIRINE
3400936587113	ACLASTA 5MG/100ML SOL INJ FL 1/100 ML	15/03/13	4	1110	ACLASTA 5MG/100ML SOL INJ FL	M05BA08	ZOLEDRONIQUE ACIDE
3400936587281	ORAMORPH 20MG/1ML BUV FL 20ML 1/20 ML	02/03/06	0	0		N02AA01	MORPHINE
3400936587632	ORAMORPH 10 MG/5 ML (SULFATE DE MORPHINE) 1 FLACON	02/03/06	0	0			
3400936588004	ARANESP 10 MICROG/0,4ML INJ STYL 1/,4 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936588172	ARANESP 15 MICROG/0,375ML STYLO 1/,38 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936588233	ARANESP 20 MICROG/0,5ML INJ STYLO 1/,5 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936588462	ARANESP 30 MICROG/0,3ML INJ STYLO 1/,3 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936588523	ARANESP 40 MICROG/0,4ML INJ STYLO 1/,4 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936588691	ARANESP 50 MICROG/0,5ML INJ STYLO 1/,5 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936588752	ARANESP 60 MICROG/0,3ML INJ STYLO 1/,3 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936592834	TERBINAFINE EG 250MG CPR 14	09/09/05	1	460	LAMISIL 250MG CPR	D01BA02	TERBINAFINE
3400936593084	TERBINAFINE EG 250MG CPR 28	09/09/05	1	460	LAMISIL 250MG CPR	D01BA02	TERBINAFINE
3400936593145	ARANESP 80 MICROG/0,4ML INJ STYLO 1/,4 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936593206	ARANESP 100 MICROG/0,5ML INJ STYLO 1/,5 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936593374	ARANESP 150 MICROG/0,3ML INJ STYLO 1/,3 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936593435	ARANESP 300 MICROG/0,6ML INJ STYLO 1/,6 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936593664	ARANESP 500 MICROG/1ML INJ STYLO 1/1 ML	06/01/06	0	0		B03XA02	DARBEPOETINE ALFA
3400936594036	INVIRASE 500MG CPR 120	10/01/06	0	0		J05AE01	SAQUINAVIR
3400936594265	ZONEGRAN 25MG GELULE 14	14/08/07	0	0		N03AX15	ZONISAMIDE
3400936594555	ZONEGRAN 100MG GELULE 56	14/08/07	0	0		N03AX15	ZONISAMIDE
3400936594845	NAVELBINE 20MG CAPSULE 1	10/03/06	0	0		L01CA04	VINORELBINE
3400936594906	NAVELBINE 30MG CAPSULE 1	10/03/06	0	0		L01CA04	VINORELBINE
3400936595446	METFORMINE SVI 850MG CPR  30	09/09/05	1	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE
3400936595736	IBUPROFENE SDZ 400MG CPR ENR 30	09/09/05	1	23	BRUFEN 400MG CPR	M01AE01	IBUPROFENE
3400936595965	DEXTROPROP PARACET SDZ GELULE  20	09/09/05	1	118	DI ANTALVIC GELULE	N02AC54	DEXTROPROPOXYPHENE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
3400936596047	ECONAZOLE SDZ 1% EMULS FL 30G 1/30 G	09/09/05	1	87	PEVARYL 1% EMULSION	D01AC03	ECONAZOLE
3400936596108	FENOFIBRATE SDZ 100MG GELULE 30	09/09/05	1	20	LIPANTHYL 100MG GELULE	C10AB05	FENOFIBRATE
3400936596627	TIAPRIDE SDZ 100MG CPR 20	09/09/05	1	167	TIAPRIDAL 100MG CPR	N05AL03	TIAPRIDE
3400936597167	ALLOPURINOL SDZ 300MG CPR 28	09/09/05	1	149	ZYLORIC 300MG CPR	M04AA01	ALLOPURINOL
3400936597228	DILTIAZEM SDZ 60MG CPR 30	09/09/05	1	197	TILDIEM 60MG CPR	C08DB01	DILTIAZEM
3400936597396	FENOFIBRATE SDZ 67MG GELULE 60	09/09/05	1	195	LIPANTHYL 67MG MICRONISE GELULE	C10AB05	FENOFIBRATE
3400936597457	BUFLOMEDIL SDZ 150MG CPR  20	09/09/05	1	103	FONZYLANE 150MG CPR	C04AX20	BUFLOMEDIL
3400936597518	BETAHISTINE SDZ 8MG CPR  30	18/01/05	0	0		N07CA01	BETAHISTINE
3400936613119	GABAPENTINE RPG 600MG CPR  90	03/11/05	1	634	NEURONTIN 600MG CPR	N03AX12	GABAPENTINE
3400936613577	GABAPENTINE TVC 600MG CPR 90	30/06/05	1	634	NEURONTIN 600MG CPR	N03AX12	GABAPENTINE
3400936617360	INSPRA 25MG CPR 28	26/08/05	0	0		C03DA04	EPLERENONE
3400936617421	BETAHISTINE SDZ 8MG CPR  90	18/01/05	0	0		N07CA01	BETAHISTINE
3400936617599	ZOLPIDEM GNR 10MG CPR 14	10/05/12	1	295	STILNOX 10MG CPR	N05CF02	ZOLPIDEM
3400936617650	THIOCOLCHICOSIDE SDZ 4MG CPR 12	09/09/05	1	140	COLTRAMYL 4MG CPR	M03BX05	THIOCOLCHICOSIDE
3400936617711	THIOCOLCHICOSIDE SDZ 4MG CPR 24	09/09/05	1	140	COLTRAMYL 4MG CPR	M03BX05	THIOCOLCHICOSIDE
3400936617889	SULPIRIDE SDZ 50MG GELULE 30	09/09/05	1	40	DOGMATIL 50MG GELULE	N05AL01	SULPIRIDE
3400936617940	ROXITHROMYCINE SDZ 150MG CPR  10	22/03/12	1	273	CLARAMID 150MG CPR                  | RULID 150MG AD CPR	J01FA06	ROXITHROMYCINE
3400936618022	ROXITHROMYCINE SDZ 150MG CPR  16	22/03/12	1	273	CLARAMID 150MG CPR                  | RULID 150MG AD CPR	J01FA06	ROXITHROMYCINE
3400936618190	METOCLOPRAMIDE SDZ 10MG CPR 40	09/09/05	1	2	PRIMPERAN 10MG CPR	A03FA01	METOCLOPRAMIDE
3400936618251	MIANSERINE SDZ 10MG CPR 30	01/01/99	1	78	ATHYMIL 10MG CPR	N06AX03	MIANSERINE
3400936618312	METFORMINE SVI 500MG CPR  30	09/09/05	1	47	GLUCOPHAGE 500MG CPR	A10BA02	METFORMINE
3400936618480	MIANSERINE SDZ 60MG CPR 14	01/01/99	1	15	ATHYMIL 60MG CPR	N06AX03	MIANSERINE
3400936618541	MIANSERINE SDZ 30MG CPR 30	01/01/99	1	82	ATHYMIL 30MG CPR	N06AX03	MIANSERINE
3400936618602	KETOPROFENE SDZ 2,5% GEL 60G 1/60 G	09/09/05	1	258	KETUM 2,5% GEL TUBE DOSEUR	M02AA10	KETOPROFENE
3400936619142	LAMICSTART 25MG CPR  21	24/11/06	4	577	LAMICSTART 25MG CPR	N03AX09	LAMOTRIGINE
3400936619203	LAMICSTART 50MG CPR  42	24/11/06	4	578	LAMICSTART 50MG CPR	N03AX09	LAMOTRIGINE
3400936646117	CAPTOPRIL HCTZ PRK 50/25MG CPR  28	18/06/13	1	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES
3400936646285	CAPTOPRIL HCTZ QUA 50/25MG CPR 30	25/05/06	0	0		C09BA01	CAPTOPRIL ET DIURETIQUES
3400936646865	CAPTOPRIL HCTZ MYL 50/25MG CPR 28	12/05/04	1	306	CAPTEA CPR                          | ECAZIDE CPR	C09BA01	CAPTOPRIL ET DIURETIQUES
3400936646926	CAPTOPRIL HCTZ MYL 50/25MG CPR 30	25/05/06	0	0		C09BA01	CAPTOPRIL ET DIURETIQUES
3400936647237	CHLORMADINONE THERAMEX 10MG CPR 12	23/03/07	1	649	LUTERAN 10MG CPR	G03DB06	CHLORMADINONE
3400936647466	CHLORMADINONE MYL 10MG CPR 12	30/10/13	1	649	LUTERAN 10MG CPR	G03DB06	CHLORMADINONE
3400936647527	CHLORMADINONE SDZ 10MG CPR 12	20/01/05	1	649	LUTERAN 10MG CPR	G03DB06	CHLORMADINONE
3400936648296	SIMVASTATINE EVOL 20MG CPR 28	28/01/05	1	481	LODALES 20MG CPR                    | ZOCOR 20MG CPR	C10AA01	SIMVASTATINE
3400936648418	ENALAPRIL HCTZ ARW 20/12,5MG CPR 28	28/01/05	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936648586	ENALAPRIL HCTZ ARW 20/12,5MG CPR 30	28/01/05	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936648647	ENALAPRIL HCTZ QUA 20/12,5MG CP  28	28/01/05	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936648708	ENALAPRIL HCTZ QUA 20/12,5MG CP  30	28/01/05	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936648876	ENALAPRIL HCTZ BGA 20/12,5MG CPR 28	28/01/05	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936649019	ENALAPRIL HCTZ MYL 20/12,5MG CPR 28	26/06/09	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936649187	ENALAPRIL HCTZ MYL 20/12,5MG CPR 30	26/06/09	1	347	CO RENITEC CPR	C09BA02	ENALAPRIL ET DIURETIQUES
3400936649309	PENTOXIFYLLINE TVC LP 400MG CPR 30	30/06/10	1	67	TORENTAL LP 400MG CPR	C04AD03	PENTOXIFYLLINE
3400936650367	ALENDRONATE TVC 10MG CPR 28	04/03/05	1	369	FOSAMAX 10MG CPR	M05BA04	ALENDRONIQUE ACIDE
3400936650657	LISINOPRIL TVC 5MG CPR 28	01/01/99	1	335	PRINIVIL 5MG CPR                    | ZESTRIL 5MG CPR	C09AA03	LISINOPRIL
3400936650718	LISINOPRIL TVC 20MG CPR 28	01/01/99	1	338	PRINIVIL 20MG CPR                   | ZESTRIL 20MG CPR	C09AA03	LISINOPRIL
3400936650886	CITALOPRAM CRT 20MG CPR 28	28/01/05	1	320	SEROPRAM 20MG CPR	N06AB04	CITALOPRAM
3400936651548	OROZAMUDOL 50MG CPR 30	01/06/05	1	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL
3400936652149	FLUCONAZOLE TVC 200MG GELULE 7	02/12/05	1	382	TRIFLUCAN 200MG GELULE	J02AC01	FLUCONAZOLE
3400936652200	FLUCONAZOLE TVC 200MG GELULE 30	02/12/05	1	382	TRIFLUCAN 200MG GELULE	J02AC01	FLUCONAZOLE
3400936652378	FLUCONAZOLE TVC 100MG GELULE 7	02/12/05	1	492	TRIFLUCAN 100MG GELULE	J02AC01	FLUCONAZOLE
3400936652668	FLUCONAZOLE TVC 50MG GELULE 7	02/12/05	1	493	TRIFLUCAN 50MG GELULE	J02AC01	FLUCONAZOLE
3400936654501	AMISULPRIDE TVC 200MG CPR 60	10/02/05	1	302	SOLIAN 200MG CPR	N05AL05	AMISULPRIDE
3400936654730	FUROSEMIDE ARW 20MG CPR 30	04/03/05	1	203	LASILIX FAIBLE 20MG CPR	C03CA01	FUROSEMIDE
3400936655041	FUROSEMIDE MYL 20MG CPR 30	26/06/09	1	203	LASILIX FAIBLE 20MG CPR	C03CA01	FUROSEMIDE
3400936655799	IBUPROFENE SDZ 400MG CPR PELL 20	04/03/05	1	371	ADVILMED 400MG CPR ENR	M01AE01	IBUPROFENE
3400936656161	IBUPROFENE ARW 400MG CPR PELL 20	04/03/05	1	371	ADVILMED 400MG CPR ENR	M01AE01	IBUPROFENE
3400936656222	IBUPROFENE ARW 400MG CPR PELL 30	04/03/05	1	371	ADVILMED 400MG CPR ENR	M01AE01	IBUPROFENE
3400936656512	RISPERIDONE RTP 1MG CPR 60	01/06/05	1	399	RISPERDAL 1MG CPR	N05AX08	RISPERIDONE
3400936656802	RISPERIDONE RTP 2MG CPR 60	01/06/05	1	401	RISPERDAL 2MG CPR	N05AX08	RISPERIDONE
3400936657052	INSPRA 25MG CPR 30	01/12/10	0	0		C03DA04	EPLERENONE
3400936657342	INSPRA 50MG CPR 28	26/08/05	0	0		C03DA04	EPLERENONE
3400936657403	INSPRA 50MG CPR 30	01/12/10	0	0		C03DA04	EPLERENONE
3400936658752	COVERSYL 2,5MG CPR 30	12/03/09	4	575	COVERSYL 2,5MG CPR                  | PERINDOPRIL SERVIER 2MG CPR	C09AA04	PERINDOPRIL
3400936659063	COVERSYL 2,5MG CPR 90	12/03/09	4	575	COVERSYL 2,5MG CPR                  | PERINDOPRIL SERVIER 2MG CPR	C09AA04	PERINDOPRIL
3400936659582	COVERSYL 5MG CPR 30	12/03/09	4	579	COVERSYL 5MG CPR                    | PERINDOPRIL SERVIER 4MG CPR	C09AA04	PERINDOPRIL
3400936659872	COVERSYL 5MG CPR 90	12/03/09	4	579	COVERSYL 5MG CPR                    | PERINDOPRIL SERVIER 4MG CPR	C09AA04	PERINDOPRIL
3400936660304	COVERSYL 10MG CPR 30	12/03/09	4	582	COVERSYL 10MG CPR                   | PERINDOPRIL SERVIER 8MG CPR	C09AA04	PERINDOPRIL
3400936660762	COVERSYL 10MG CPR 90	12/03/09	4	582	COVERSYL 10MG CPR                   | PERINDOPRIL SERVIER 8MG CPR	C09AA04	PERINDOPRIL
3400936663664	RISPERIDONE RTP 4MG CPR  30	01/06/05	1	402	RISPERDAL 4MG CPR	N05AX08	RISPERIDONE
3400936663954	TAMOXIFENE ZYD 10MG CPR  30	04/03/05	1	38	NOLVADEX 10MG CPR	L02BA01	TAMOXIFENE
3400936664036	TAMOXIFENE ZYD 20MG CPR 30	04/03/05	1	138	NOLVADEX 20MG CPR	L02BA01	TAMOXIFENE
3400936664555	DOMPERIDONE ALM 10MG CPR 40	04/03/05	1	275	MOTILIUM 10MG CPR                   | PERIDYS 10MG CPR	A03FA03	DOMPERIDONE
3400936664616	NAFTIDROFURYL EG 200MG CPR 20	04/03/05	1	143	PRAXILENE 200MG CPR	C04AX21	NAFTIDROFURYL
3400936664845	NAFTIDROFURYL EG 200MG CPR 90	04/03/05	1	143	PRAXILENE 200MG CPR	C04AX21	NAFTIDROFURYL
3400936665095	PREDNISONE REF 5MG CPR 30	05/01/07	0	0		H02AB07	PREDNISONE
3400936665217	PREDNISONE RTP 5MG CPR 30	04/03/05	1	351	CORTANCYL 5MG CPR	H02AB07	PREDNISONE
3400936665385	PREDNISONE REF 20MG CPR 20	05/01/07	0	0		H02AB07	PREDNISONE
3400936665675	PREDNISONE RTP 20MG CPR 20	04/03/05	1	350	CORTANCYL 20MG CPR	H02AB07	PREDNISONE
3400936665736	AMOXICILLINE SDZ 500MG/5ML PDR FL 12	09/09/05	1	45	CLAMOXYL 500MG/5ML PDR ORALE FL	J01CA04	AMOXICILLINE
3400936665965	MINOCYCLINE SDZ 100MG GELULE  15	09/09/05	1	9	MYNOCINE 100MG GELULE	J01AA08	MINOCYCLINE
3400936666047	CEFTRIAXONE SDZ 0,5G/2ML INJ 1	21/02/14	1	208	ROCEPHINE 0,5G/2ML PDR ET SOL INJ	J01DD04	CEFTRIAXONE
3400936666108	CEFTRIAXONE SDZ 1G/3,5ML INJ 1	21/02/14	1	28	ROCEPHINE 1G/3,5ML PDR ET SOL INJ	J01DD04	CEFTRIAXONE
3400936666276	SPIRONOLACTONE ALTIZIDE SDZ CPR 30	18/06/13	1	185	ALDACTAZINE CPR SECABLE	C03EA04	ALTIZIDE ET EPARGNEURS POTASSIQUES
3400936666566	MOLSIDOMINE SDZ 2MG CPR 30	09/09/05	1	126	CORVASAL 2MG CPR	C01DX12	MOLSIDOMINE
3400936666627	MOLSIDOMINE SDZ 2MG CPR 90	09/09/05	1	126	CORVASAL 2MG CPR	C01DX12	MOLSIDOMINE
3400936666856	ACTONEL 35MG CPR 12	25/11/10	4	909	ACTONEL 35MG CPR	M05BA07	RISEDRONIQUE ACIDE
3400936667747	CHLORMADINONE THERAMEX 5MG CPR  10	21/04/05	0	0		G03DB06	CHLORMADINONE
3400936668058	OMEPRAZOLE EG 10MG GELULE  28	14/03/14	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936668119	OMEPRAZOLE BGA 10MG GELULE 14	01/06/05	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936668287	OMEPRAZOLE BGA 10MG GELULE 28	01/06/05	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936668348	OMEPRAZOLE ALM 10MG GELULE  14	24/07/13	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936668409	OMEPRAZOLE ALM 10MG GELULE  28	24/07/13	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936668577	OMEPRAZOLE ARG 10MG GELULE 14	01/06/05	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936668638	OMEPRAZOLE ARG 10MG GELULE 28	01/06/05	1	387	MOPRAL 10MG GELULE                  | ZOLTUM 10MG GELULE	A02BC01	OMEPRAZOLE
3400936670709	METFORMINE SDZ 1000MG CPR 90	23/08/06	0	0		A10BA02	METFORMINE
