code,C,7	libelle,C,128
C02KC	INHIBITEURS DE LA MAO
C02KC01	PARGYLINE
C02KD	ANTAGONISTES DE LA SEROTONINE
C02KD01	KETANSERINE
C02KX	ANTIHYPERTENSEURS POUR L'HYPERTENSION ARTERIELLE PULMONAIRE
C02KX01	BOSENTAN
C02KX02	AMBRISENTAN
C02KX03	SITAXENTAN
C02KX04	MACITENTAN
C02KX05	RIOCIGUAT
C02L	ANTIHYPERTENSEURS ET DIURETIQUES EN ASSOCIATION
C02LA	ALCALOÏDES DU RAUWOLFIA ET DIURETIQUES EN ASSOCIATION
C02LA01	RESERPINE ET DIURETIQUES
C02LA02	RESCINNAMINE ET DIURETIQUES
C02LA03	DESERPIDINE ET DIURETIQUES
C02LA04	METHOSERPIDINE ET DIURETIQUES
C02LA07	BIETASERPINE ET DIURETIQUES
C02LA08	ALCALOÏDES DU RAUWOLFIA, RACINE ENTIERE, ET DIURETIQUES
C02LA09	SYROSINGOPINE ET DIURETIQUES
C02LA50	ASSOCIATIONS D'ALCALOÏDES DU RAUWOLFIA ET DIURETIQUES, INCLUANT ASSOCIATION A D'AUTRES SUBSTANCES
C02LA51	RESERPINE ET DIURETIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
C02LA52	RESCINNAMINE ET DIURETIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
C02LA71	RESERPINE ET DIURETIQUES EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
C02LB	METHYLDOPA ET DIURETIQUES EN ASSOCIATION
C02LB01	METHYLDOPA (LEVOGYRE) ET DIURETIQUES
C02LC	AGONISTES DES RECEPTEURS A L'IMIDAZOLINE EN ASSOCIATION AVEC DIURETIQUES
C02LC01	CLONIDINE ET DIURETIQUES
C02LC05	MOXONIDINE ET DIURETIQUES
C02LC51	CLONIDINE ET DIURETIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
C02LE	ALPHA-BLOQUANTS ET DIURETIQUES
C02LE01	PRAZOSINE ET DIURETIQUES
C02LF	DERIVES DE LA GUANIDINE ET DIURETIQUES
C02LF01	GUANETHIDINE ET DIURETIQUES
C02LG	DERIVES DE L'HYDRAZINOPHTALAZINE ET DIURETIQUES
C02LG01	DIHYDRALAZINE ET DIURETIQUES
C02LG02	HYDRALAZINE ET DIURETIQUES
C02LG03	PICODRALAZINE ET DIURETIQUES
C02LG51	DIHYDRALAZINE ET DIURETIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
C02LG73	PICODRALAZINE ET DIURETIQUES EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
C02LK	ALCALOÏDES, CEUX DU RAUWOLFIA EXCLUS, EN ASSOCIATION AVEC DES DIURETIQUES
C02LK01	VERATRUM ET DIURETIQUES
C02LL	INHIBITEURS DE LA MAO ET DIURETIQUES
C02LL01	PARGYLINE ET DIURETIQUES
C02LN	ANTAGONISTES DE LA SEROTONINE ET DIURETIQUES
C02LX	AUTRES ANTIHYPERTENSEURS ET DIURETIQUES
C02LX01	PINACIDIL ET DIURETIQUES
C02N	ASSOCIATIONS D'ANTIHYPERTENSEURS DU GROUPE C02
C03	DIURETIQUES
C03A	DIURETIQUES LOW-CEILING, THIAZIDIQUES
C03AA	THIAZIDIQUES NON ASSOCIES
C03AA01	BENDROFLUMETHIAZIDE
C03AA02	HYDROFLUMETHIAZIDE
C03AA03	HYDROCHLOROTHIAZIDE
C03AA04	CHLOROTHIAZIDE
C03AA05	POLYTHIAZIDE
C03AA06	TRICHLORMETHIAZIDE
C03AA07	CYCLOPENTHIAZIDE
C03AA08	METHYCLOTHIAZIDE
C03AA09	CYCLOTHIAZIDE
C03AA13	MEBUTIZIDE
C03AB	THIAZIDIQUES ET POTASSIUM EN ASSOCIATION
C03AB01	BENDROFLUMETHIAZIDE ET POTASSIUM
C03AB02	HYDROFLUMETHIAZIDE ET POTASSIUM
C03AB03	HYDROCHLOROTHIAZIDE ET POTASSIUM
C03AB04	CHLOROTHIAZIDE ET POTASSIUM
C03AB05	POLYTHIAZIDE ET POTASSIUM
C03AB06	TRICHLORMETHIAZIDE ET POTASSIUM
C03AB07	CYCLOPENTHIAZIDE ET POTASSIUM
C03AB08	METHYCLOTHIAZIDE ET POTASSIUM
C03AB09	CYCLOTHIAZIDE ET POTASSIUM
C03AH	THIAZIDIQUES EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES ET/OU DES ANALGESIQUES
C03AH01	CHLOROTHIAZIDE EN ASSOCIATION
C03AH02	HYDROFLUMETHIAZIDE EN ASSOCIATION
C03AX	THIAZIDIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
C03AX01	HYDROCHLOROTHIAZIDE EN ASSOCIATION
C03B	DIURETIQUES LOW-CEILING, THIAZIDIQUES EXCLUS
C03BA	SULFAMIDES NON ASSOCIES
C03BA02	QUINETHAZONE
C03BA03	CLOPAMIDE
C03BA04	CHLORTALIDONE
C03BA05	MEFRUSIDE
C03BA07	CLOFENAMIDE
C03BA08	METOLAZONE
C03BA09	METICRANE
C03BA10	XIPAMIDE
C03BA11	INDAPAMIDE
C03BA12	CLOREXOLONE
C03BA13	FENQUIZONE
C03BA82	CLOREXOLONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
C03BB	SULFAMIDES ET POTASSIUM EN ASSOCIATION
C03BB02	QUINETHAZONE ET POTASSIUM
C03BB03	CLOPAMIDE ET POTASSIUM
C03BB04	CHLORTALIDONE ET POTASSIUM
C03BB05	MEFRUSIDE ET POTASSIUM
C03BB07	CLOFENAMIDE ET POTASSIUM
C03BC	DIURETIQUES MERCURIELS
C03BC01	MERSALYL
C03BD	DERIVES XANTHIQUES
C03BD01	THEOBROMINE
C03BK	SULFAMIDES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
C03BX	AUTRES DIURETIQUES LOW-CEILING
C03BX03	CICLETANINE
C03C	DIURETIQUES DE L'ANSE
C03CA	SULFAMIDES SEULS
C03CA01	FUROSEMIDE
C03CA02	BUMETANIDE
C03CA03	PIRETANIDE
C03CA04	TORASEMIDE
C03CB	SULFAMIDES ET POTASSIUM EN ASSOCIATION
C03CB01	FUROSEMIDE ET POTASSIUM
C03CB02	BUMETANIDE ET POTASSIUM
C03CC	DERIVES DE L'ACIDE ARYLOXYACETIQUE
C03CC01	ETACRYNIQUE ACIDE
C03CC02	TIENILIQUE ACIDE
C03CD	DERIVES DE LA PYRAZOLONE
C03CD01	MUZOLIMINE
C03CX	AUTRES DIURETIQUES DE L'ANSE
C03CX01	ETOZOLINE
C03D	DIURETIQUES EPARGNEURS POTASSIQUES
C03DA	ANTAGONISTES DE L'ALDOSTERONE
C03DA01	SPIRONOLACTONE
C03DA02	CANRENOATE DE POTASSIUM
C03DA03	CANRENONE
C03DA04	EPLERENONE
C03DB	AUTRES DIURETIQUES EPARGNEURS POTASSIQUES
C03DB01	AMILORIDE
C03DB02	TRIAMTERENE
C03E	DIURETIQUES ET EPARGNEURS POTASSIQUES EN ASSOCIATION
C03EA	DIURETIQUES LOW-CEILING ET EPARGNEURS POTASSIQUES
C03EA01	HYDROCHLOROTHIAZIDE ET EPARGNEURS POTASSIQUES
C03EA02	TRICHLORMETHIAZIDE ET EPARGNEURS POTASSIQUES
C03EA03	EPITIZIDE ET EPARGNEURS POTASSIQUES
C03EA04	ALTIZIDE ET EPARGNEURS POTASSIQUES
C03EA05	MEBUTIZIDE ET EPARGNEURS POTASSIQUES
C03EA06	CHLORTALIDONE ET EPARGNEURS POTASSIQUES
C03EA07	CYCLOPENTHIAZIDE ET EPARGNEURS POTASSIQUES
C03EA12	METOLAZONE ET EPARGNEURS POTASSIQUES
C03EA13	BENDROFLUMETHIAZIDE ET EPARGNEURS POTASSIQUES
C03EA14	BUTIZIDE ET EPARGNEURS POTASSIQUES
C03EB	DIURETIQUES DE L'ANSE ET EPARGNEURS POTASSIQUES
C03EB01	FUROSEMIDE ET EPARGNEURS POTASSIQUES
C03EB02	BUMETANIDE ET EPARGNEURS POTASSIQUES
C03X	AUTRES DIURETIQUES
C03XA	ANTAGONISTES DE LA VASOPRESSINE
C03XA01	TOLVAPTAN
C03XA02	CONIVAPTAN
C04	VASODILATATEURS PERIPHERIQUES
C04A	VASODILATATEURS PERIPHERIQUES
C04AA	DERIVES DU 2-AMINO-1-PHENYLETHANOL
C04AA01	ISOXSUPRINE
C04AA02	BUPHENINE
C04AA31	BAMETHAN
C04AB	DERIVES DE L'IMIDAZOLINE
C04AB01	PHENTOLAMINE
C04AB02	TOLAZOLINE
C04AC	ACIDE NICOTINIQUE ET DERIVES
C04AC01	NICOTINIQUE ACIDE
C04AC02	NICOTINIQUE ALCOOL (PYRIDYLCARBINOL)
C04AC03	INOSITOL NICOTINATE
C04AC07	CICLONICATE
C04AD	DERIVES DE LA PURINE
C04AD01	PENTIFYLLINE
C04AD02	XANTINOL NICOTINATE
C04AD03	PENTOXIFYLLINE
C04AD04	ETOFYLLINE NICOTINATE
C04AE	ALCALOÏDES DE L'ERGOT
C04AE01	ERGOLOÏDE MESYLATES
C04AE02	NICERGOLINE
C04AE04	DIHYDROERGOCRISTINE
C04AE51	ERGOLOÏDE MESYLATES EN ASSOCIATION
C04AE54	DIHYDROERGOCRISTINE EN ASSOCIATION
C04AF	ENZYMES
C04AF01	KALLIDINOGENASE
C04AX	AUTRES VASODILATATEURS PERIPHERIQUES
C04AX01	CYCLANDELATE
C04AX02	PHENOXYBENZAMINE
C04AX07	VINCAMINE
C04AX10	MOXISYLYTE
C04AX11	BENCYCLANE
C04AX17	VINBURNINE
C04AX19	SULOCTIDIL
C04AX20	BUFLOMEDIL
C04AX21	NAFTIDROFURYL
C04AX23	BUTALAMINE
C04AX24	VISNADINE
C04AX26	CETIEDIL
C04AX27	CINEPAZIDE
C04AX28	IFENPRODIL
C04AX30	AZAPETINE
C04AX32	FASUDIL
C04AX33	CILOSTAZOLE
C05	VASCULOPROTECTEURS
C05A	AGENTS CONTRE LES HEMORROIDES ET LES FISSURES ANALES A USAGE TOPIQUE
C05AA	CORTICOIDES
C05AA01	HYDROCORTISONE
C05AA04	PREDNISOLONE
C05AA05	BETAMETHASONE
C05AA06	FLUOROMETHOLONE
C05AA08	FLUOCORTOLONE
C05AA09	DEXAMETHASONE
C05AA10	FLUOCINOLONE ACETONIDE
C05AA11	FLUOCINONIDE
C05AA12	TRIAMCINOLONE
C05AB	ANTIBIOTIQUES
C05AD	ANESTHESIQUES LOCAUX
C05AD01	LIDOCAÏNE
C05AD02	TETRACAÏNE
C05AD03	BENZOCAÏNE
C05AD04	CINCHOCAÏNE
C05AD05	PROCAÏNE
C05AD06	OXETACAÏNE
C05AD07	PRAMOCAÏNE
C05AE	DECONTRACTANT MUSCULAIRE
C05AE01	GLYCERYL TRINITRATE
C05AE02	ISOSORBIDE DINITRATE
C05AE03	DILTIAZEM
C05AX	AUTRES AGENTS CONTRE LES HEMORROIDES ET LES FISSURES ANALES POUR USAGE LOCAL
C05AX01	PREPARATIONS A BASE D'ALUMINIUM
C05AX02	PREPARATIONS A BASE DE BISMUTH EN ASSOCIATION
C05AX03	AUTRES PREPARATIONS EN ASSOCIATION
C05AX04	PREPARATIONS A BASE DE ZINC
C05AX05	TRIBENOSIDE
C05B	THERAPEUTIQUE ANTIVARIQUEUSE
C05BA	HEPARINES OU HEPARINOÏDES A USAGE TOPIQUE
C05BA01	HEPARINOÏDE
C05BA02	SODIUM APOLATE
C05BA03	HEPARINE
C05BA04	PENTOSANE POLYESTER SULFURIQUE
C05BA51	HEPARINOÏDES EN ASSOCIATION
C05BA53	HEPARINE EN ASSOCIATION
C05BB	MEDICAMENTS SCLEROSANTS POUR INJECTION LOCALE
C05BB01	MONOETHANOLAMINE OLEATE
C05BB02	POLIDOCANOL
C05BB03	SUCRE INVERTI
C05BB04	SODIUM TETRADECYL SULFATE
C05BB05	PHENOL
C05BB56	GLUCOSE EN ASSOCIATION
C05BX	AUTRES MEDICAMENTS SCLEROSANTS
C05BX01	CALCIUM DOBESILATE
C05BX51	CALCIUM DOBESILATE EN ASSOCIATION
C05C	MEDICAMENTS AGISSANT SUR LES CAPILLAIRES
C05CA	BIOFLAVONOIDES
C05CA01	RUTOSIDE
C05CA02	MONOXERUTINE
C05CA03	DIOSMINE
C05CA04	TROXERUTINE
C05CA05	HIDROSMINE
C05CA51	RUTOSIDE EN ASSOCIATION
C05CA53	DIOSMINE EN ASSOCIATION
C05CA54	TROXERUTINE EN ASSOCIATION
C05CX	AUTRES MEDICAMENTS AGISSANT SUR LES CAPILLAIRES
C05CX01	TRIBENOSIDE
C05CX02	NAFTAZONE
C05CX03	MARRON D'INDE, GRAINES
C07	BETA-BLOQUANTS
C07A	BETA-BLOQUANTS
C07AA	BETA-BLOQUANTS NON SELECTIFS
C07AA01	ALPRENOLOL
C07AA02	OXPRENOLOL
C07AA03	PINDOLOL
C07AA05	PROPRANOLOL
C07AA06	TIMOLOL
C07AA07	SOTALOL
C07AA12	NADOLOL
C07AA14	MEPINDOLOL
C07AA15	CARTEOLOL
C07AA16	TERTATOLOL
C07AA17	BOPINDOLOL
C07AA19	BUPRANOLOL
C07AA23	PENBUTOLOL
C07AA27	CLORANOLOL
C07AA57	SOTALOL EN ASSOCIATION
C07AB	BETA-BLOQUANTS SELECTIFS
C07AB01	PRACTOLOL
C07AB02	METOPROLOL
C07AB03	ATENOLOL
C07AB04	ACEBUTOLOL
C07AB05	BETAXOLOL
C07AB06	BEVANTOLOL
C07AB07	BISOPROLOL
C07AB08	CELIPROLOL
C07AB09	ESMOLOL
C07AB10	EPANOLOL
C07AB11	S-ATENOLOL
C07AB12	NEBIVOLOL
C07AB13	TALINOLOL
C07AB52	METOPROLOL, CONDITIONNE EN ASSOCIATION
C07AB57	BISOPROLOL EN ASSOCIATION
C07AG	ALPHA ET BETA BLOQUANTS
C07AG01	LABETALOL
C07AG02	CARVEDILOL
C07B	BETA-BLOQUANTS ET THIAZIDIQUES
C07BA	BETA-BLOQUANTS NON SELECTIFS ET THIAZIDIQUES
C07BA02	OXPRENOLOL ET THIAZIDIQUES
C07BA05	PROPRANOLOL ET THIAZIDIQUES
C07BA06	TIMOLOL ET THIAZIDIQUES
C07BA07	SOTALOL ET THIAZIDIQUES
C07BA12	NADOLOL ET THIAZIDIQUES
C07BA68	METIPRANOLOL ET THIAZIDIQUES EN ASSOCIATION
C07BB	BETA-BLOQUANTS SELECTIFS ET THIAZIDIQUES
C07BB02	METOPROLOL ET THIAZIDIQUES
C07BB03	ATENOLOL ET THIAZIDIQUES
C07BB04	ACEBUTOLOL ET THIAZIDIQUES
C07BB06	BEVANTOLOL ET THIAZIDIQUES
C07BB07	BISOPROLOL ET THIAZIDIQUES
C07BB12	NEBIVOLOL ET THIAZIDIQUES
C07BB52	METOPROLOL ET THIAZIDIQUES EN ASSOCIATION
C07BG	ALPHA ET BETA BLOQUANTS ET THIAZIDIQUES
C07BG01	LABETALOL ET THIAZIDIQUES
C07C	BETA-BLOQUANTS ET AUTRES DIURETIQUES
C07CA	BETA-BLOQUANTS NON SELECTIFS ET AUTRES DIURETIQUES
C07CA02	OXPRENOLOL ET AUTRES DIURETIQUES
C07CA03	PINDOLOL ET AUTRES DIURETIQUES
C07CA17	BOPINDOLOL ET AUTRES DIURETIQUES
C07CA23	PENBUTOLOL ET AUTRES DIURETIQUES
C07CB	BETA-BLOQUANTS SELECTIFS ET AUTRES DIURETIQUES
C07CB02	METOPROLOL ET AUTRES DIURETIQUES
C07CB03	ATENOLOL ET AUTRES DIURETIQUES
C07CB53	ATENOLOL ET AUTRES DIURETIQUES EN ASSOCIATION
C07CG	ALPHA ET BETA BLOQUANTS ET AUTRES DIURETIQUES
C07CG01	LABETALOL ET AUTRES DIURETIQUES
C07D	BETA-BLOQUANTS, THIAZIDIQUES ET AUTRES DIURETIQUES
C07DA	BETA-BLOQUANTS NON SELECTIFS, THIAZIDIQUES ET AUTRES DIURETIQUES
C07DA06	TIMOLOL, THIAZIDIQUES ET AUTRES DIURETIQUES
C07DB	BETA-BLOQUANTS SELECTIFS, THIAZIDIQUES ET AUTRES DIURETIQUES
C07DB01	ATENOLOL, THIAZIDIQUES ET AUTRES DIURETIQUES
C07E	BETA-BLOQUANTS ET VASODILATATEURS
C07EA	BETA-BLOQUANTS NON SELECTIFS ET VASODILATATEURS
C07EB	BETA-BLOQUANTS SELECTIFS ET VASODILATATEURS
C07F	BETA-BLOQUANTS ET AUTRES ANTIHYPERTENSEURS
C07FA	BETA-BLOQUANTS NON SELECTIFS ET AUTRES ANTI-HYPERTENSEURS
C07FA05	PROPRANOLOL ET AUTRES ANTIHYPERTENSEURS
C07FB	BETA-BLOQUANTS SELECTIFS ET AUTRES ANTIHYPERTENSEURS
C07FB02	METOPROLOL ET AUTRES ANTIHYPERTENSEURS
C07FB03	ATENOLOL ET AUTRES ANTIHYPERTENSEURS
C07FB07	BISOPROLOL ET AUTRES ANTIHYPERTENSEURS
C07FB12	NEBIVOLOL ET AUTRES ANTIHYPERTENSEURS
C08	INHIBITEURS CALCIQUES
C08C	INHIBITEURS CALCIQUES SELECTIFS A EFFETS VASCULAIRES PREDOMINANTS
C08CA	DERIVES DE LA DIHYDROPYRIDINE
C08CA01	AMLODIPINE
C08CA02	FELODIPINE
C08CA03	ISRADIPINE
C08CA04	NICARDIPINE
C08CA05	NIFEDIPINE
C08CA06	NIMODIPINE
C08CA07	NISOLDIPINE
C08CA08	NITRENDIPINE
C08CA09	LACIDIPINE
C08CA10	NILVADIPINE
C08CA11	MANIDIPINE
C08CA12	BARNIDIPINE
C08CA13	LERCANIDIPINE
C08CA14	CILNIDIPINE
C08CA15	BENIDIPINE
C08CA16	CLEVIDIPINE
C08CA55	NIFEDIPINE EN ASSOCIATION
C08CX	AUTRES INHIBITEURS CALCIQUES SELECTIFS A EFFETS VASCULAIRES PREDOMINANTS
C08CX01	MIBEFRADIL
C08D	INHIBITEURS CALCIQUES SELECTIFS A EFFETS CARDIAQUES DIRECTS
C08DA	DERIVES DE LA PHENYLALKYLAMINE
C08DA01	VERAPAMIL
C08DA02	GALLOPAMIL
C08DA51	VERAPAMIL EN ASSOCIATION
C08DB	DERIVES DE LA BENZOTHIAZEPINE
C08DB01	DILTIAZEM
C08E	INHIBITEURS CALCIQUES NON SELECTIFS
C08EA	DERIVES DE LA PHENYLALKYLAMINE
C08EA01	FENDILINE
C08EA02	BEPRIDIL
C08EX	AUTRES INHIBITEURS CALCIQUES NON SELECTIFS
C08EX01	LIDOFLAZINE
C08EX02	PERHEXILINE
C08G	INHIBITEURS CALCIQUES ET DIURETIQUES
C08GA	INHIBITEURS CALCIQUES ET DIURETIQUES
C08GA01	NIFEDIPINE ET DIURETIQUES
C08GA02	AMLODIPINE ET DIURETIQUES
C09	MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE
C09A	INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES
C09AA	INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) SEULS
C09AA01	CAPTOPRIL
C09AA02	ENALAPRIL
C09AA03	LISINOPRIL
C09AA04	PERINDOPRIL
C09AA05	RAMIPRIL
C09AA06	QUINAPRIL
C09AA07	BENAZEPRIL
C09AA08	CILAZAPRIL
C09AA09	FOSINOPRIL
C09AA10	TRANDOLAPRIL
C09AA11	SPIRAPRIL
C09AA12	DELAPRIL
C09AA13	MOEXIPRIL
C09AA14	TEMOCAPRIL
C09AA15	ZOFENOPRIL
C09AA16	IMIDAPRIL
C09B	INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) EN ASSOCIATION
C09BA	INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES
C09BA01	CAPTOPRIL ET DIURETIQUES
C09BA02	ENALAPRIL ET DIURETIQUES
C09BA03	LISINOPRIL ET DIURETIQUES
C09BA04	PERINDOPRIL ET DIURETIQUES
C09BA05	RAMIPRIL ET DIURETIQUES
C09BA06	QUINAPRIL ET DIURETIQUES
C09BA07	BENAZEPRIL ET DIURETIQUES
C09BA08	CILAZAPRIL ET DIURETIQUES
C09BA09	FOSINOPRIL ET DIURETIQUES
C09BA12	DELAPRIL ET DIURETIQUES
C09BA13	MOEXIPRIL ET DIURETIQUES
C09BA15	ZOFENOPRIL ET DIURETIQUES
C09BB	INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES
C09BB02	ENALAPRIL ET LERCANIDIPINE
C09BB03	LISINOPRIL ET AMLODIPINE
C09BB04	PERINDOPRIL ET AMLODIPINE
C09BB05	RAMIPRIL ET FELODIPINE
C09BB06	ENALAPRIL ET NITRENDIPINE
C09BB07	RAMIPRIL ET AMLODIPINE
C09BB10	TRANDOLAPRIL ET VERAPAMIL
C09BB12	DELAPRIL ET MANIDIPINE
C09BX	INHIBITEURS DE L'ENZYME DE CONVERSION (IEC), AUTRES ASSOCIATIONS
C09BX01	PERINDOPRIL, AMLODIPINE ET INDAPAMIDE
C09C	ANTAGONISTES DE L'ANGIOTENSINE II
C09CA	ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES
C09CA01	LOSARTAN
C09CA02	EPROSARTAN
C09CA03	VALSARTAN
C09CA04	IRBESARTAN
C09CA05	TASOSARTAN
C09CA06	CANDESARTAN
C09CA07	TELMISARTAN
C09CA08	OLMESARTAN MEDOXOMIL
C09CA09	AZILSARTAN MEDOXOMIL
C09D	ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION
C09DA	ANTAGONISTES DE L'ANGIOTENSINE ET DIURETIQUES
C09DA01	LOSARTAN ET DIURETIQUES
C09DA02	EPROSARTAN ET DIURETIQUES
C09DA03	VALSARTAN ET DIURETIQUES
C09DA04	IRBESARTAN ET DIURETIQUES
C09DA06	CANDESARTAN ET DIURETIQUES
C09DA07	TELMISARTAN ET DIURETIQUES
C09DA08	OLMESARTAN MEDOXOMIL ET DIURETIQUES
C09DA09	AZILSARTAN MEDOXOMIL ET DIURETIQUES
C09DB	ANTAGONISTES DE L'ANGIOTENSINE ET INHIBITEURS CALCIQUES, INCLUANT LES ASSOCIATIONS AVEC LES DIURETIQUES
C09DB01	VALSARTAN ET AMLODIPINE
C09DB02	OLMESARTAN MEDOXOMIL ET AMLODIPINE
C09DB04	TELMISARTAN ET AMLODIPINE
C09DB05	IRBESARTAN ET AMLODIPINE
C09DB06	LOSARTAN ET AMLODIPINE
C09DB07	CANDESARTAN ET AMLODIPINE
C09DX	ANTAGONISTES DE L'ANGIOTENSINE II, AUTRES ASSOCIATIONS
C09DX01	VALSARTAN, AMLODIPINE ET HYDROCHLOROTHIAZIDE
C09DX02	VALSARTAN ET ALISKIREN
C09DX03	OLMESARTAN MEDOXOMIL, AMLODIPINE ET HYDROCHLOROTHIAZIDE
C09X	AUTRES MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE
C09XA	INHIBITEURS DE LA RENINE
C09XA01	REMIKEREN
C09XA02	ALISKIREN
C09XA52	ALISKIREN ET HYDROCHLOROTHIAZIDE
C09XA53	ALISKIREN ET AMLODIPINE
C09XA54	ALISKIREN, AMLODIPINE ET HYDROCHLOROTHIAZIDE
C10	HYPOLIPIDEMIANTS
C10A	HYPOLIPEMIANTS SEULS
C10AA	INHIBITEURS DE L'HMG-COA REDUCTASE
C10AA01	SIMVASTATINE
C10AA02	LOVASTATINE
C10AA03	PRAVASTATINE
C10AA04	FLUVASTATINE
C10AA05	ATORVASTATINE
C10AA06	CERIVASTATINE
C10AA07	ROSUVASTATINE
C10AA08	PITAVASTATINE
C10AB	FIBRATES
C10AB01	CLOFIBRATE
C10AB02	BEZAFIBRATE
C10AB03	CLOFIBRATE ALUMINIUM
C10AB04	GEMFIBROZIL
C10AB05	FENOFIBRATE
C10AB06	SIMFIBRATE
C10AB07	RONIFIBRATE
C10AB08	CIPROFIBRATE
C10AB09	ETOFIBRATE
C10AB10	CLOFIBRIDE
C10AB11	CHOLINE FENOFIBRATE
C10AC	SEQUESTRANTS D'ACIDES BILIAIRES
C10AC01	COLESTYRAMINE
C10AC02	COLESTIPOL
C10AC03	COLEXTRAN
C10AC04	COLESEVELAM
C10AD	ACIDE NICOTINIQUE ET DERIVES
C10AD01	NICERITROL
C10AD02	NICOTINIQUE ACIDE
C10AD03	NICOFURANOSE
C10AD04	ALUMINIUM NICOTINATE
C10AD05	NICOTINIQUE ALCOOL (PYRIDYLCARBINOL)
C10AD06	ACIPIMOX
C10AD52	NICOTINIQUE ACIDE, ASSOCIATIONS
C10AX	AUTRES HYPOLIPEMIANTS
C10AX01	DEXTROTHYROXINE
C10AX02	PROBUCOL
C10AX03	TIADENOL
C10AX05	MEGLUTOL
C10AX06	TRIGLYCERIDES OMEGA 3 INCLUS ESTERS ET ACIDES
C10AX07	MAGNESIUM PYRIDOXAL 5-PHOSPHATE GLUTAMATE
C10AX08	POLICOSANOL
C10AX09	EZETIMIBE
C10AX10	ALIPOGENE TIPARVOVEC
C10AX11	MIPOMERSEN
C10AX12	LOMITAPIDE
C10B	HYPOLIPEMIANTS EN ASSOCIATION
C10BA	INHIBITEURS DE L'HMG-COA REDUCTASE EN ASSOCIATION AVEC D'AUTRES HYPOLIPEMIANTS
C10BA01	LOVASTATINE ET ACIDE NICOTINIQUE
C10BA02	SIMVASTATINE ET EZETIMIBE
C10BA03	PRAVASTATINE ET FENOFIBRATE
C10BA04	SIMVASTATINE ET FENOFIBRATE
C10BA05	ATORVASTATINE ET EZETIMIBE
C10BA06	ROSUVASTATINE ET EZETIMIBE
C10BX	INIHIBITEURS DE L'HMG-COA REDUCTASE EN ASSOCIATION (HORS HYPOLIPEMIANTS)
C10BX01	SIMVASTATINE ET ACIDE ACETYLSALICYLIQUE
C10BX02	PRAVASTATINE ET ACIDE ACETYLSALICYLIQUE
C10BX03	ATORVASTATINE ET AMLODIPINE
C10BX04	SIMVASTATINE, ACIDE ACETYLSALICYLIQUE ET RAMIPRIL
C10BX05	ROSUVASTATINE ET ACIDE ACETYLSALICYLIQUE
C10BX06	ATORVASTATINE, ACIDE ACETYLSALICYLIQUE ET RAMIPRIL
C10BX07	ROSUVASTATINE, AMLODIPINE ET LISINOPRIL
C10BX08	ATORVASTATINE ET ACIDE ACETYLSALICYLIQUE
C10BX09	ROSUVASTATINE ET AMLODIPINE
D	MEDICAMENTS DERMATOLOGIQUES
D01	ANTIFONGIQUES A USAGE DERMATOLOGIQUE
D01A	ANTIFONGIQUES A USAGE TOPIQUE
D01AA	ANTIBIOTIQUES
D01AA01	NYSTATINE
D01AA02	NATAMYCINE
D01AA03	HACHIMYCINE
D01AA04	PECILOCINE
D01AA06	MEPARTRICINE
D01AA07	PYRROLNITRINE
D01AA08	GRISEOFULVINE
D01AA20	ASSOCIATIONS
D01AC	DERIVES IMIDAZOLES ET TRIAZOLES
D01AC01	CLOTRIMAZOLE
D01AC02	MICONAZOLE
D01AC03	ECONAZOLE
D01AC04	CHLORMIDAZOLE
D01AC05	ISOCONAZOLE
D01AC06	TIABENDAZOLE
D01AC07	TIOCONAZOLE
D01AC08	KETOCONAZOLE
D01AC09	SULCONAZOLE
D01AC10	BIFONAZOLE
D01AC11	OXICONAZOLE
D01AC12	FENTICONAZOLE
D01AC13	OMOCONAZOLE
D01AC14	SERTACONAZOLE
D01AC15	FLUCONAZOLE
D01AC16	FLUTRIMAZOLE
D01AC17	EBERCONAZOLE
D01AC20	ASSOCIATIONS
D01AC52	MICONAZOLE EN ASSOCIATION
D01AC60	BIFONAZOLE EN ASSOCIATION
D01AE	AUTRES ANTIFONGIQUES A USAGE TOPIQUE
D01AE01	BROMOCHLOROSALICYLANILIDE
D01AE02	METHYLROSANILINE
